student_id,centre_id,distance,accessibility_penalty,preference_penalty,hardship
S00568,C008,316.115,4.0,50,133.446
S00568,C009,340.885,3.333,50,143.021
S00568,C010,401.534,6.333,50,168.78
S00568,C011,360.014,5.0,50,151.506
S00568,C012,329.113,5.0,50,139.145
S00568,C013,361.501,3.0,50,151.1
S00568,C014,334.641,8.0,50,142.856
S00568,C015,470.832,3.333,10,190.999
S00568,C016,398.886,4.667,5,162.388
S00568,C017,328.581,2.667,50,137.766
S00568,C018,416.962,3.333,50,173.451
S00568,C019,420.278,5.667,50,175.945
S00568,C020,82.94,2.667,0,34.509
S00569,C001,652.03,5.667,50,268.645
S00569,C002,577.187,3.0,50,237.375
S00569,C003,677.307,2.333,50,277.089
S00569,C004,644.786,3.333,50,264.581
S00569,C005,715.157,6.333,50,294.229
S00569,C006,80.686,6.667,50,40.608
S00569,C007,89.839,4.667,0,38.269
S00569,C008,110.86,4.0,50,51.344
S00569,C009,298.83,3.333,10,122.199
S00569,C010,411.801,6.333,50,172.887
S00569,C011,481.019,5.0,50,199.908
S00569,C012,514.201,5.0,50,213.18
S00569,C013,575.74,3.0,50,236.796
S00569,C014,581.819,8.0,5,237.228
S00569,C015,737.473,3.333,50,301.656
S00569,C016,328.815,4.667,50,138.859
S00569,C017,381.148,2.667,50,158.793
S00569,C018,505.209,3.333,50,208.75
S00569,C019,553.229,5.667,50,229.125
S00569,C020,339.762,2.667,50,142.238
S00570,C001,646.265,5.667,50,266.339
S00570,C002,511.748,3.0,50,211.199
S00570,C003,437.99,2.333,50,181.363
S00570,C004,356.074,3.333,50,149.096
S00570,C005,295.23,6.333,50,126.259
S00570,C006,721.384,6.667,50,296.887
S00570,C007,567.352,4.667,50,234.274
S00570,C008,623.643,4.0,50,256.457
S00570,C009,492.668,3.333,50,203.734
S00570,C010,442.899,6.333,50,185.326
S00570,C011,273.87,5.0,50,117.048
S00570,C012,163.844,5.0,10,69.038
S00570,C013,82.104,3.0,5,34.842
S00570,C014,82.29,8.0,50,41.916
S00570,C015,178.638,3.333,0,73.122
S00570,C016,802.144,4.667,50,328.191
S00570,C017,701.63,2.667,50,286.985
S00570,C018,749.435,3.333,50,306.441
S00570,C019,712.249,5.667,50,292.733
S00570,C020,413.346,2.667,50,171.672
S00571,C001,23.635,5.667,5,12.787
S00571,C002,145.671,3.0,0,59.768
S00571,C003,265.583,2.333,50,112.4
S00571,C004,327.884,3.333,50,137.82
S00571,C005,439.382,6.333,50,183.919
S00571,C006,666.469,6.667,50,274.921
S00571,C007,650.394,4.667,50,267.491
S00571,C008,724.871,4.0,50,296.948
S00571,C009,790.263,3.333,50,322.772
S00571,C010,844.846,6.333,50,346.105
S00571,C011,763.783,5.0,50,313.013
S00571,C012,684.913,5.0,50,281.465
S00571,C013,666.083,3.0,50,272.933
S00571,C014,580.147,8.0,50,241.059
S00571,C015,578.86,3.333,50,238.211
S00571,C016,470.022,4.667,50,195.342
S00571,C017,313.195,2.667,50,131.611
S00571,C018,230.047,3.333,50,98.685
S00571,C019,143.204,5.667,10,61.115
S00571,C020,368.873,2.667,50,153.883
S00572,C001,777.937,5.667,50,319.008
S00572,C002,666.52,3.0,50,273.108
S00572,C003,713.041,2.333,50,291.383
S00572,C004,653.456,3.333,50,268.049
S00572,C005,681.956,6.333,50,280.949
S00572,C006,340.33,6.667,50,144.465
S00572,C007,186.855,4.667,5,77.575
S00572,C008,180.654,4.0,50,79.262
S00572,C009,27.593,3.333,0,12.704
S00572,C010,142.969,6.333,50,65.354
S00572,C011,260.378,5.0,50,111.651
S00572,C012,341.268,5.0,10,140.007
S00572,C013,420.699,3.0,50,174.78
S00572,C014,470.586,8.0,50,197.234
S00572,C015,647.157,3.333,50,265.529
S00572,C016,585.401,4.667,50,241.494
S00572,C017,592.896,2.667,50,243.492
S00572,C018,705.9,3.333,50,289.027
S00572,C019,728.783,5.667,50,299.347
S00572,C020,406.921,2.667,50,169.102
S00573,C001,735.942,5.667,50,302.21
S00573,C002,602.415,3.0,50,247.466
S00573,C003,583.584,2.333,50,239.6
S00573,C004,506.078,3.333,50,209.098
S00573,C005,487.408,6.333,50,203.13
S00573,C006,576.857,6.667,50,239.076
S00573,C007,409.367,4.667,50,171.08
S00573,C008,445.725,4.0,50,185.29
S00573,C009,276.351,3.333,10,113.207
S00573,C010,210.695,6.333,50,92.445
S00573,C011,41.045,5.0,0,18.918
S00573,C012,75.401,5.0,5,33.16
S00573,C013,152.389,3.0,50,67.456
S00573,C014,236.938,8.0,50,103.775
S00573,C015,404.297,3.333,50,168.385
S00573,C016,737.453,4.667,50,302.315
S00573,C017,680.323,2.667,50,278.463
S00573,C018,762.295,3.333,50,311.585
S00573,C019,751.141,5.667,50,308.29
S00573,C020,402.155,2.667,50,167.195
S00574,C001,666.371,5.667,50,274.382
S00574,C002,589.6,3.0,50,242.34
S00574,C003,687.342,2.333,50,281.103
S00574,C004,653.199,3.333,50,267.946
S00574,C005,721.48,6.333,50,296.759
S00574,C006,86.879,6.667,50,43.085
S00574,C007,81.404,4.667,10,35.895
S00574,C008,94.153,4.0,0,39.661
S00574,C009,285.776,3.333,50,120.977
S00574,C010,399.583,6.333,50,168.0
S00574,C011,473.699,5.0,50,196.98
S00574,C012,510.481,5.0,50,211.692
S00574,C013,573.661,3.0,50,235.964
S00574,C014,582.642,8.0,50,242.057
S00574,C015,740.431,3.333,50,302.839
S00574,C016,345.461,4.667,50,145.518
S00574,C017,397.947,2.667,50,165.512
S00574,C018,521.903,3.333,50,215.428
S00574,C019,569.267,5.667,5,231.04
S00574,C020,349.069,2.667,50,145.961
S00575,C001,798.599,5.667,50,327.273
S00575,C002,669.539,3.0,50,274.316
S00575,C003,669.816,2.333,50,274.093
S00575,C004,595.864,3.333,50,245.012
S00575,C005,588.709,6.333,50,243.65
S00575,C006,530.423,6.667,50,220.503
S00575,C007,363.426,4.667,50,152.704
S00575,C008,382.282,4.0,50,159.913
S00575,C009,187.949,3.333,50,81.846
S00575,C010,101.722,6.333,5,44.355
S00575,C011,69.557,5.0,0,30.323
S00575,C012,183.13,5.0,50,80.752
S00575,C013,262.529,3.0,10,107.512
S00575,C014,342.593,8.0,50,146.037
S00575,C015,513.463,3.333,50,212.052
S00575,C016,730.727,4.667,50,299.624
S00575,C017,697.317,2.667,50,285.26
S00575,C018,792.226,3.333,50,323.557
S00575,C019,792.796,5.667,50,324.952
S00575,C020,441.584,2.667,50,182.967
S00576,C001,573.248,5.667,50,237.133
S00576,C002,438.0,3.0,50,181.7
S00576,C003,374.135,2.333,50,155.821
S00576,C004,292.235,3.333,50,123.561
S00576,C005,249.805,6.333,50,108.089
S00576,C006,667.495,6.667,50,275.331
S00576,C007,520.474,4.667,50,215.523
S00576,C008,582.327,4.0,50,239.931
S00576,C009,473.303,3.333,50,195.988
S00576,C010,441.359,6.333,50,184.71
S00576,C011,281.344,5.0,10,116.038
S00576,C012,165.968,5.0,0,68.887
S00576,C013,99.898,3.0,50,46.459
S00576,C014,8.313,8.0,5,7.825
S00576,C015,170.212,3.333,50,74.751
S00576,C016,731.378,4.667,50,299.885
S00576,C017,626.925,2.667,50,257.103
S00576,C018,673.0,3.333,50,275.867
S00576,C019,635.874,5.667,50,262.183
S00576,C020,340.533,2.667,50,142.547
S00577,C001,405.118,5.667,50,169.881
S00577,C002,393.612,3.0,0,158.945
S00577,C003,538.669,2.333,50,221.634
S00577,C004,547.321,3.333,50,225.595
S00577,C005,653.154,6.333,50,269.428
S00577,C006,318.672,6.667,50,135.802
S00577,C007,380.771,4.667,50,159.642
S00577,C008,434.526,4.0,50,180.81
S00577,C009,583.109,3.333,50,239.91
S00577,C010,678.518,6.333,50,279.574
S00577,C011,679.101,5.0,50,279.14
S00577,C012,656.671,5.0,50,270.168
S00577,C013,684.604,3.0,50,280.342
S00577,C014,641.506,8.0,50,265.602
S00577,C015,739.35,3.333,50,302.407
S00577,C016,95.241,4.667,5,40.93
S00577,C017,73.16,2.667,10,31.597
S00577,C018,191.353,3.333,50,83.208
S00577,C019,261.07,5.667,50,112.261
S00577,C020,308.253,2.667,50,129.635
S00578,C001,546.514,5.667,0,221.439
S00578,C002,414.877,3.0,50,172.451
S00578,C003,328.318,2.333,50,137.494
S00578,C004,246.995,3.333,50,105.465
S00578,C005,183.879,6.333,50,81.718
S00578,C006,719.19,6.667,50,296.009
S00578,C007,579.286,4.667,50,239.048
S00578,C008,644.544,4.0,50,264.818
S00578,C009,545.395,3.333,50,224.825
S00578,C010,515.968,6.333,50,214.554
S00578,C011,355.498,5.0,50,149.699
S00578,C012,239.989,5.0,5,98.996
S00578,C013,168.525,3.0,50,73.91
S00578,C014,80.493,8.0,10,37.197
S00578,C015,98.61,3.333,50,46.111
S00578,C016,757.213,4.667,50,310.219
S00578,C017,640.711,2.667,50,262.618
S00578,C018,673.318,3.333,50,275.994
S00578,C019,627.44,5.667,50,258.809
S00578,C020,365.659,2.667,50,152.597
S00579,C001,340.004,5.667,10,139.835
S00579,C002,215.016,3.0,50,92.506
S00579,C003,121.664,2.333,50,54.832
S00579,C004,40.556,3.333,5,18.389
S00579,C005,107.713,6.333,50,51.252
S00579,C006,684.911,6.667,50,282.298
S00579,C007,582.888,4.667,50,240.489
S00579,C008,658.757,4.0,50,270.503
S00579,C009,624.799,3.333,50,256.586
S00579,C010,632.62,6.333,50,261.215
S00579,C011,500.298,5.0,50,207.619
S00579,C012,395.1,5.0,50,165.54
S00579,C013,348.997,3.0,50,146.099
S00579,C014,251.836,8.0,50,109.734
S00579,C015,225.458,3.333,0,91.85
S00579,C016,639.581,4.667,50,263.166
S00579,C017,498.623,2.667,50,205.783
S00579,C018,501.237,3.333,50,207.161
S00579,C019,441.568,5.667,50,184.461
S00579,C020,286.66,2.667,50,120.997
S00580,C001,626.518,5.667,50,258.441
S00580,C002,490.469,3.0,50,202.688
S00580,C003,448.597,2.333,50,185.605
S00580,C004,368.317,3.333,50,153.993
S00580,C005,339.649,6.333,50,144.026
S00580,C006,619.365,6.667,50,256.079
S00580,C007,462.64,4.667,50,192.389
S00580,C008,517.572,4.0,50,214.029
S00580,C009,389.624,3.333,50,162.516
S00580,C010,350.043,6.333,50,148.184
S00580,C011,188.599,5.0,50,82.94
S00580,C012,73.364,5.0,50,36.846
S00580,C013,40.178,3.0,10,18.571
S00580,C014,88.18,8.0,0,39.272
S00580,C015,259.594,3.333,50,110.504
S00580,C016,719.955,4.667,50,295.315
S00580,C017,632.985,2.667,50,259.527
S00580,C018,694.769,3.333,5,280.074
S00580,C019,668.415,5.667,50,275.199
S00580,C020,341.826,2.667,50,143.064
S00581,C001,574.384,5.667,50,237.587
S00581,C002,438.666,3.0,50,181.966
S00581,C003,380.976,2.333,50,158.557
S00581,C004,299.429,3.333,50,126.438
S00581,C005,262.95,6.333,50,113.347
S00581,C006,651.182,6.667,50,268.806
S00581,C007,503.167,4.667,50,208.6
S00581,C008,564.563,4.0,50,232.825
S00581,C009,455.098,3.333,50,188.706
S00581,C010,424.177,6.333,5,173.337
S00581,C011,265.542,5.0,50,113.717
S00581,C012,150.551,5.0,50,67.72
S00581,C013,89.908,3.0,50,42.463
S00581,C014,11.399,8.0,0,8.56
S00581,C015,188.285,3.333,50,81.981
S00581,C016,719.906,4.667,50,295.296
S00581,C017,618.213,2.667,50,253.619
S00581,C018,667.289,3.333,50,273.582
S00581,C019,632.317,5.667,50,260.76
S00581,C020,330.187,2.667,10,134.408
S00582,C001,668.348,5.667,50,275.173
S00582,C002,534.345,3.0,50,220.238
S00582,C003,515.19,2.333,50,212.243
S00582,C004,438.231,3.333,50,181.959
S00582,C005,424.56,6.333,50,177.991
S00582,C006,559.001,6.667,50,231.934
S00582,C007,395.396,4.667,50,165.492
S00582,C008,442.409,4.0,50,183.964
S00582,C009,298.846,3.333,50,126.205
S00582,C010,256.751,6.333,50,110.867
S00582,C011,102.559,5.0,10,44.524
S00582,C012,36.121,5.0,0,16.948
S00582,C013,112.6,3.0,50,51.54
S00582,C014,179.034,8.0,5,76.114
S00582,C015,353.16,3.333,50,147.931
S00582,C016,694.668,4.667,50,285.201
S00582,C017,626.998,2.667,50,257.133
S00582,C018,703.426,3.333,50,288.037
S00582,C019,688.449,5.667,50,283.213
S00582,C020,342.83,2.667,50,143.465
S00583,C001,341.45,5.667,50,144.413
S00583,C002,379.125,3.0,50,158.15
S00583,C003,532.082,2.333,50,218.999
S00583,C004,561.7,3.333,50,231.347
S00583,C005,675.473,6.333,50,278.356
S00583,C006,458.945,6.667,50,191.911
S00583,C007,521.886,4.667,50,216.088
S00583,C008,577.593,4.0,50,238.037
S00583,C009,719.235,3.333,50,294.361
S00583,C010,809.456,6.333,50,331.949
S00583,C011,793.18,5.0,50,324.772
S00583,C012,755.96,5.0,50,309.884
S00583,C013,771.944,3.0,50,315.278
S00583,C014,714.529,8.0,10,290.812
S00583,C015,784.046,3.333,50,320.285
S00583,C016,181.44,4.667,0,74.909
S00583,C017,105.669,2.667,50,48.601
S00583,C018,88.592,3.333,5,37.603
S00583,C019,175.707,5.667,50,78.116
S00583,C020,391.386,2.667,50,162.888
S00584,C001,814.267,5.667,50,333.54
S00584,C002,689.937,3.0,50,282.475
S00584,C003,705.304,2.333,50,288.288
S00584,C004,635.129,3.333,50,260.718
S00584,C005,638.844,6.333,50,263.704
S00584,C006,478.895,6.667,50,199.891
S00584,C007,315.981,4.667,0,128.726
S00584,C008,323.691,4.0,50,136.476
S00584,C009,120.429,3.333,10,50.838
S00584,C010,36.23,6.333,5,18.159
S00584,C011,139.22,5.0,50,63.188
S00584,C012,246.031,5.0,50,105.912
S00584,C013,327.386,3.0,50,137.454
S00584,C014,399.946,8.0,50,168.978
S00584,C015,574.472,3.333,50,236.455
S00584,C016,700.236,4.667,50,287.428
S00584,C017,682.404,2.667,50,279.295
S00584,C018,784.783,3.333,50,320.58
S00584,C019,793.391,5.667,50,325.19
S00584,C020,447.218,2.667,50,185.221
S00585,C001,722.254,5.667,50,296.735
S00585,C002,616.298,3.0,50,253.019
S00585,C003,674.548,2.333,50,275.986
S00585,C004,620.346,3.333,50,254.805
S00585,C005,659.784,6.333,50,272.08
S00585,C006,278.05,6.667,50,119.553
S00585,C007,117.906,4.667,50,54.496
S00585,C008,128.084,4.0,5,53.734
S00585,C009,96.997,3.333,50,45.465
S00585,C010,206.931,6.333,0,85.939
S00585,C011,294.677,5.0,10,121.371
S00585,C012,356.402,5.0,50,150.061
S00585,C013,431.101,3.0,50,178.94
S00585,C014,467.048,8.0,50,195.819
S00585,C015,640.488,3.333,50,262.862
S00585,C016,515.139,4.667,50,213.389
S00585,C017,524.433,2.667,50,216.107
S00585,C018,639.033,3.333,50,262.28
S00585,C019,665.092,5.667,50,273.87
S00585,C020,354.945,2.667,50,148.311
S00586,C001,794.536,5.667,50,325.648
S00586,C002,661.873,3.0,50,271.249
S00586,C003,646.09,2.333,50,264.603
S00586,C004,568.745,3.333,50,234.165
S00586,C005,549.023,6.333,50,227.776
S00586,C006,588.045,6.667,50,243.551
S00586,C007,419.87,4.667,50,175.281
S00586,C008,445.835,4.0,50,185.334
S00586,C009,257.782,3.333,50,109.779
S00586,C010,170.804,6.333,50,76.488
S00586,C011,35.747,5.0,5,17.299
S00586,C012,136.521,5.0,0,57.108
S00586,C013,208.169,3.0,50,89.768
S00586,C014,297.502,8.0,10,124.001
S00586,C015,460.796,3.333,50,190.985
S00586,C016,770.172,4.667,50,315.402
S00586,C017,723.374,2.667,50,295.683
S00586,C018,810.632,3.333,50,330.919
S00586,C019,803.601,5.667,50,329.274
S00586,C020,452.556,2.667,50,187.356
S00587,C001,624.768,5.667,50,257.741
S00587,C002,542.886,3.0,50,223.654
S00587,C003,636.912,2.333,50,260.931
S00587,C004,601.465,3.333,50,247.253
S00587,C005,669.087,6.333,50,275.801
S00587,C006,128.034,6.667,50,59.547
S00587,C007,58.514,4.667,0,25.739
S00587,C008,113.927,4.0,5,48.071
S00587,C009,272.363,3.333,50,115.612
S00587,C010,381.378,6.333,50,160.718
S00587,C011,438.752,5.0,50,183.001
S00587,C012,467.394,5.0,50,194.458
S00587,C013,527.729,3.0,50,217.592
S00587,C014,532.975,8.0,50,222.19
S00587,C015,689.016,3.333,50,282.273
S00587,C016,341.725,4.667,50,144.023
S00587,C017,372.931,2.667,50,155.506
S00587,C018,494.784,3.333,50,204.58
S00587,C019,536.091,5.667,10,218.27
S00587,C020,298.199,2.667,50,125.613
S00588,C001,422.385,5.667,50,176.787
S00588,C002,428.937,3.0,50,178.075
S00588,C003,578.123,2.333,50,237.416
S00588,C004,593.022,3.333,50,243.875
S00588,C005,701.544,6.333,50,288.784
S00588,C006,350.966,6.667,50,148.72
S00588,C007,431.192,4.667,50,179.81
S00588,C008,479.82,4.0,50,198.928
S00588,C009,637.485,3.333,50,261.661
S00588,C010,735.311,6.333,50,302.291
S00588,C011,739.477,5.0,10,299.291
S00588,C012,717.487,5.0,50,294.495
S00588,C013,744.806,3.0,50,304.422
S00588,C014,700.086,8.0,50,289.034
S00588,C015,793.248,3.333,50,323.966
S00588,C016,71.565,4.667,5,31.459
S00588,C017,98.128,2.667,0,40.585
S00588,C018,184.396,3.333,50,80.425
S00588,C019,265.665,5.667,50,114.099
S00588,C020,367.01,2.667,50,153.137
S00589,C001,692.196,5.667,50,284.712
S00589,C002,556.998,3.0,50,229.299
S00589,C003,526.55,2.333,50,216.787
S00589,C004,447.391,3.333,50,185.623
S00589,C005,422.323,6.333,50,177.096
S00589,C006,601.987,6.667,50,249.128
S00589,C007,437.778,4.667,50,182.445
S00589,C008,482.998,4.0,50,200.199
S00589,C009,330.712,3.333,50,138.951
S00589,C010,275.917,6.333,50,118.533
S00589,C011,108.501,5.0,50,50.9
S00589,C012,13.178,5.0,0,7.771
S00589,C013,85.466,3.0,5,36.186
S00589,C014,170.505,8.0,50,77.202
S00589,C015,336.703,3.333,50,141.348
S00589,C016,736.491,4.667,50,301.93
S00589,C017,665.429,2.667,50,272.505
S00589,C018,738.494,3.333,10,298.064
S00589,C019,720.195,5.667,50,295.911
S00589,C020,378.607,2.667,50,157.776
S00590,C001,741.412,5.667,50,304.398
S00590,C002,609.012,3.0,50,250.105
S00590,C003,596.493,2.333,50,244.764
S00590,C004,520.179,3.333,50,214.738
S00590,C005,506.248,6.333,10,206.666
S00590,C006,556.608,6.667,50,230.977
S00590,C007,388.651,4.667,50,162.794
S00590,C008,422.495,4.0,50,175.998
S00590,C009,250.036,3.333,50,106.681
S00590,C010,184.918,6.333,50,82.134
S00590,C011,20.259,5.0,5,11.104
S00590,C012,97.34,5.0,0,41.436
S00590,C013,176.864,3.0,50,77.246
S00590,C014,257.762,8.0,50,112.105
S00590,C015,427.622,3.333,50,177.715
S00590,C016,725.278,4.667,50,297.445
S00590,C017,673.454,2.667,50,275.715
S00590,C018,758.801,3.333,50,310.187
S00590,C019,750.695,5.667,50,308.111
S00590,C020,399.986,2.667,50,166.328
S00591,C001,705.214,5.667,50,289.919
S00591,C002,570.275,3.0,50,234.61
S00591,C003,541.907,2.333,50,222.929
S00591,C004,462.981,3.333,50,191.859
S00591,C005,438.636,6.333,50,183.621
S00591,C006,599.2,6.667,50,248.013
S00591,C007,433.925,4.667,50,180.903
S00591,C008,476.955,4.0,50,197.782
S00591,C009,319.819,3.333,50,134.594
S00591,C010,261.552,6.333,50,112.787
S00591,C011,92.981,5.0,10,40.692
S00591,C012,27.387,5.0,0,13.455
S00591,C013,100.473,3.0,50,46.689
S00591,C014,186.83,8.0,50,83.732
S00591,C015,352.418,3.333,50,147.634
S00591,C016,740.178,4.667,50,303.405
S00591,C017,672.273,2.667,50,275.243
S00591,C018,747.375,3.333,5,301.117
S00591,C019,730.606,5.667,50,300.076
S00591,C020,387.005,2.667,50,161.135
S00592,C001,691.155,5.667,50,284.295
S00592,C002,600.608,3.0,10,242.743
S00592,C003,682.149,2.333,50,279.026
S00592,C004,638.978,3.333,50,262.258
S00592,C005,695.594,6.333,50,286.404
S00592,C006,167.917,6.667,50,75.5
S00592,C007,31.555,4.667,5,15.455
S00592,C008,47.385,4.0,0,20.954
S00592,C009,202.278,3.333,50,87.578
S00592,C010,316.041,6.333,50,134.583
S00592,C011,397.451,5.0,50,166.48
S00592,C012,444.424,5.0,50,185.27
S00592,C013,512.777,3.0,50,211.611
S00592,C014,532.826,8.0,50,222.13
S00592,C015,698.505,3.333,50,286.069
S00592,C016,419.543,4.667,50,175.151
S00592,C017,452.066,2.667,50,187.16
S00592,C018,572.996,3.333,50,235.865
S00592,C019,611.085,5.667,50,252.267
S00592,C020,345.409,2.667,50,144.497
S00593,C001,175.415,5.667,10,73.999
S00593,C002,201.314,3.0,5,82.526
S00593,C003,354.029,2.333,50,147.778
S00593,C004,389.662,3.333,50,162.531
S00593,C005,504.948,6.333,50,210.146
S00593,C006,521.648,6.667,50,216.993
S00593,C007,527.458,4.667,50,218.317
S00593,C008,597.657,4.0,50,246.063
S00593,C009,692.053,3.333,50,283.488
S00593,C010,762.66,6.333,50,313.231
S00593,C011,710.065,5.0,50,291.526
S00593,C012,650.814,5.0,50,267.826
S00593,C013,650.768,3.0,50,266.807
S00593,C014,579.55,8.0,50,240.82
S00593,C015,624.02,3.333,50,256.275
S00593,C016,315.318,4.667,50,133.461
S00593,C017,157.81,2.667,50,69.457
S00593,C018,99.319,3.333,50,46.394
S00593,C019,58.591,5.667,0,26.27
S00593,C020,293.46,2.667,50,123.717
S00594,C001,429.831,5.667,50,179.766
S00594,C002,418.823,3.0,50,174.029
S00594,C003,563.465,2.333,50,231.553
S00594,C004,571.074,3.333,50,235.096
S00594,C005,676.146,6.333,50,278.625
S00594,C006,304.166,6.667,0,125.0
S00594,C007,376.823,4.667,50,158.063
S00594,C008,427.018,4.0,50,177.807
S00594,C009,582.639,3.333,50,239.722
S00594,C010,680.636,6.333,50,280.421
S00594,C011,687.427,5.0,50,282.471
S00594,C012,668.909,5.0,50,275.064
S00594,C013,699.264,3.0,50,286.206
S00594,C014,658.782,8.0,50,272.513
S00594,C015,760.116,3.333,50,310.713
S00594,C016,71.153,4.667,10,31.795
S00594,C017,97.133,2.667,50,45.187
S00594,C018,211.03,3.333,50,91.079
S00594,C019,283.705,5.667,5,116.815
S00594,C020,325.822,2.667,50,136.662
S00595,C001,298.99,5.667,50,127.429
S00595,C002,338.009,3.0,50,141.704
S00595,C003,490.939,2.333,50,202.542
S00595,C004,522.652,3.333,50,215.727
S00595,C005,636.998,6.333,50,262.966
S00595,C006,475.103,6.667,50,198.375
S00595,C007,524.689,4.667,50,217.209
S00595,C008,584.437,4.0,50,240.775
S00595,C009,715.76,3.333,50,292.971
S00595,C010,801.769,6.333,50,328.874
S00595,C011,776.767,5.0,50,318.207
S00595,C012,734.133,5.0,50,301.153
S00595,C013,746.314,3.0,50,305.026
S00595,C014,685.359,8.0,50,283.144
S00595,C015,748.653,3.333,50,306.128
S00595,C016,212.119,4.667,50,92.181
S00595,C017,99.833,2.667,50,46.267
S00595,C018,46.854,3.333,0,20.408
S00595,C019,133.741,5.667,10,57.33
S00595,C020,368.233,2.667,5,149.127
S00596,C001,432.517,5.667,50,180.84
S00596,C002,403.259,3.0,50,167.804
S00596,C003,541.307,2.333,50,222.689
S00596,C004,541.34,3.333,50,223.203
S00596,C005,642.271,6.333,50,265.075
S00596,C006,267.983,6.667,50,115.527
S00596,C007,323.73,4.667,5,132.325
S00596,C008,377.948,4.0,50,158.179
S00596,C009,526.944,3.333,50,217.444
S00596,C010,623.771,6.333,50,257.675
S00596,C011,630.385,5.0,50,259.654
S00596,C012,613.941,5.0,50,253.076
S00596,C013,646.574,3.0,50,265.13
S00596,C014,609.769,8.0,50,252.908
S00596,C015,718.375,3.333,50,294.017
S00596,C016,114.135,4.667,50,52.987
S00596,C017,115.18,2.667,0,47.405
S00596,C018,239.561,3.333,50,102.491
S00596,C019,300.887,5.667,10,124.188
S00596,C020,278.674,2.667,50,117.803
S00597,C001,786.853,5.667,50,322.575
S00597,C002,655.975,3.0,50,268.89
S00597,C003,649.191,2.333,50,265.843
S00597,C004,573.725,3.333,50,236.157
S00597,C005,561.637,6.333,50,232.821
S00597,C006,552.083,6.667,50,229.167
S00597,C007,384.134,4.667,50,160.987
S00597,C008,408.091,4.0,50,170.236
S00597,C009,219.305,3.333,50,94.389
S00597,C010,136.702,6.333,0,57.847
S00597,C011,36.672,5.0,10,18.169
S00597,C012,152.141,5.0,50,68.356
S00597,C013,229.932,3.0,5,93.973
S00597,C014,313.099,8.0,50,134.24
S00597,C015,481.854,3.333,50,199.408
S00597,C016,741.334,4.667,50,303.867
S00597,C017,700.493,2.667,50,286.531
S00597,C018,791.486,3.333,50,323.261
S00597,C019,788.209,5.667,50,323.117
S00597,C020,436.467,2.667,50,180.92
S00598,C001,611.798,5.667,50,252.553
S00598,C002,553.106,3.0,50,227.742
S00598,C003,668.342,2.333,5,269.003
S00598,C004,646.087,3.333,50,265.101
S00598,C005,727.6,6.333,50,299.207
S00598,C006,69.471,6.667,0,31.122
S00598,C007,171.451,4.667,50,75.914
S00598,C008,196.887,4.0,50,85.755
S00598,C009,384.565,3.333,50,160.493
S00598,C010,495.918,6.333,50,206.534
S00598,C011,552.703,5.0,50,228.581
S00598,C012,573.654,5.0,50,236.962
S00598,C013,628.453,3.0,10,253.881
S00598,C014,622.41,8.0,50,257.964
S00598,C015,766.908,3.333,50,313.43
S00598,C016,243.915,4.667,50,104.899
S00598,C017,315.391,2.667,50,132.49
S00598,C018,440.055,3.333,50,182.689
S00598,C019,496.874,5.667,50,206.583
S00598,C020,341.886,2.667,50,143.088
S00599,C001,237.713,5.667,50,102.919
S00599,C002,122.478,3.0,0,50.491
S00599,C003,50.298,2.333,10,22.286
S00599,C004,73.986,3.333,50,36.261
S00599,C005,187.787,6.333,50,83.281
S00599,C006,680.727,6.667,50,280.624
S00599,C007,601.788,4.667,50,248.049
S00599,C008,679.622,4.0,50,278.849
S00599,C009,676.114,3.333,50,277.112
S00599,C010,698.905,6.333,50,287.729
S00599,C011,580.715,5.0,50,239.786
S00599,C012,482.359,5.0,50,200.444
S00599,C013,444.506,3.0,50,184.302
S00599,C014,349.745,8.0,5,144.398
S00599,C015,325.053,3.333,50,136.688
S00599,C016,590.536,4.667,50,243.548
S00599,C017,439.195,2.667,50,182.011
S00599,C018,421.278,3.333,50,175.178
S00599,C019,353.202,5.667,50,149.114
S00599,C020,288.644,2.667,50,121.791
S00600,C001,430.82,5.667,50,180.161
S00600,C002,315.027,3.0,50,132.511
S00600,C003,375.461,2.333,50,156.351
S00600,C004,331.296,3.333,50,139.185
S00600,C005,397.067,6.333,50,166.993
S00600,C006,385.307,6.667,50,162.456
S00600,C007,278.409,4.667,50,118.697
S00600,C008,355.434,4.0,50,149.174
S00600,C009,365.804,3.333,50,152.988
S00600,C010,416.805,6.333,50,174.889
S00600,C011,357.938,5.0,50,150.675
S00600,C012,314.038,5.0,5,128.615
S00600,C013,338.071,3.0,50,141.728
S00600,C014,302.682,8.0,50,130.073
S00600,C015,432.402,3.333,50,179.627
S00600,C016,423.517,4.667,10,172.74
S00600,C017,339.184,2.667,50,142.007
S00600,C018,417.381,3.333,50,173.619
S00600,C019,412.093,5.667,50,172.671
S00600,C020,61.046,2.667,0,25.752
S00601,C001,782.355,5.667,50,320.775
S00601,C002,722.215,3.0,50,295.386
S00601,C003,831.977,2.333,50,338.957
S00601,C004,803.611,3.333,50,328.111
S00601,C005,876.661,6.333,50,358.831
S00601,C006,102.628,6.667,5,44.885
S00601,C007,229.812,4.667,50,99.258
S00601,C008,188.511,4.0,50,82.404
S00601,C009,391.718,3.333,50,163.354
S00601,C010,507.252,6.333,50,211.067
S00601,C011,610.519,5.0,50,251.708
S00601,C012,659.912,5.0,10,267.465
