student_id,centre_id,distance
S00357,C015,366.346
S00357,C016,674.67
S00357,C017,609.647
S00357,C018,688.332
S00357,C019,675.505
S00357,C020,327.755
S00358,C001,654.867
S00358,C002,582.754
S00358,C003,685.359
S00358,C004,654.257
S00358,C005,726.135
S00358,C006,65.596
S00358,C007,104.854
S00358,C008,120.198
S00358,C009,312.445
S00358,C010,425.879
S00358,C011,496.258
S00358,C012,529.24
S00358,C013,590.456
S00358,C014,595.653
S00358,C015,750.364
S00358,C016,319.881
S00358,C017,378.181
S00358,C018,502.62
S00358,C019,552.71
S00358,C020,348.712
S00359,C001,813.343
S00359,C002,680.908
S00359,C003,665.766
S00359,C004,588.425
S00359,C005,568.242
S00359,C006,593.758
S00359,C007,425.894
S00359,C008,448.588
S00359,C009,255.78
S00359,C010,162.131
S00359,C011,53.016
S00359,C012,155.817
S00359,C013,226.084
S00359,C014,316.47
S00359,C015,478.476
S00359,C016,781.938
S00359,C017,738.086
S00359,C018,826.742
S00359,C019,820.823
S00359,C020,469.467
S00360,C001,578.75
S00360,C002,463.744
S00360,C003,334.156
S00360,C004,270.117
S00360,C005,157.339
S00360,C006,866.348
S00360,C007,732.628
S00360,C008,799.719
S00360,C009,701.701
S00360,C010,666.381
S00360,C011,500.639
S00360,C012,386.44
S00360,C013,307.375
S00360,C014,235.471
S00360,C015,58.675
S00360,C016,874.058
S00360,C017,742.5
S00360,C018,752.595
S00360,C019,692.649
S00360,C020,491.809
S00361,C001,475.994
S00361,C002,371.312
S00361,C003,229.695
S00361,C004,179.932
S00361,C005,68.079
S00361,C006,845.202
S00361,C007,727.594
S00361,C008,799.909
S00361,C009,730.458
S00361,C010,712.618
S00361,C011,556.166
S00361,C012,440.895
S00361,C013,370.056
S00361,C014,279.502
S00361,C015,133.788
S00361,C016,815.253
S00361,C017,673.559
S00361,C018,668.586
S00361,C019,602.04
S00361,C020,452.559
S00362,C001,143.95
S00362,C002,244.729
S00362,C003,381.974
S00362,C004,437.299
S00362,C005,551.535
S00362,C006,630.812
S00362,C007,645.688
S00362,C008,714.888
S00362,C009,810.682
S00362,C010,879.219
S00362,C011,819.26
S00362,C012,752.763
S00362,C013,744.835
S00362,C014,666.103
S00362,C015,685.201
S00362,C016,393.421
S00362,C017,251.296
S00362,C018,137.704
S00362,C019,65.314
S00362,C020,405.536
S00363,C001,579.035
S00363,C002,443.52
S00363,C003,382.576
S00363,C004,300.8
S00363,C005,260.427
S00363,C006,661.174
S00363,C007,512.959
S00363,C008,574.124
S00363,C009,463.079
S00363,C010,430.388
S00363,C011,270.247
S00363,C012,154.881
S00363,C013,89.88
S00363,C014,9.165
S00363,C015,180.751
S00363,C016,729.327
S00363,C017,626.857
S00363,C018,674.898
S00363,C019,639.076
S00363,C020,339.282
S00364,C001,144.615
S00364,C002,192.291
S00364,C003,342.489
S00364,C004,385.092
S00364,C005,500.735
S00364,C006,558.063
S00364,C007,562.195
S00364,C008,632.969
S00364,C009,723.49
S00364,C010,791.544
S00364,C011,733.528
S00364,C012,670.102
S00364,C013,666.088
S00364,C014,591.269
S00364,C015,625.52
S00364,C016,347.005
S00364,C017,191.532
S00364,C018,113.339
S00364,C019,40.219
S00364,C020,318.536
S00365,C001,376.035
S00365,C002,374.392
S00365,C003,522.594
S00365,C004,536.515
S00365,C005,644.985
S00365,C006,355.916
S00365,C007,413.836
S00365,C008,469.564
S00365,C009,613.17
S00365,C010,706.086
S00365,C011,699.677
S00365,C012,671.798
S00365,C013,695.736
S00365,C014,647.89
S00365,C015,737.635
S00365,C016,115.553
S00365,C017,44.062
S00365,C018,154.626
S00365,C019,227.028
S00365,C020,315.71
S00366,C001,316.315
S00366,C002,316.642
S00366,C003,466.439
S00366,C004,484.517
S00366,C005,595.086
S00366,C006,397.867
S00366,C007,435.344
S00366,C008,497.27
S00366,C009,624.592
S00366,C010,710.871
S00366,C011,689.904
S00366,C012,652.496
S00366,C013,669.882
S00366,C014,615.305
S00366,C015,694.303
S00366,C016,175.645
S00366,C017,16.799
S00366,C018,111.296
S00366,C019,172.073
S00366,C020,288.691
S00367,C001,607.775
S00367,C002,472.887
S00367,C003,449.763
S00367,C004,372.757
S00367,C005,362.209
S00367,C006,560.499
S00367,C007,403.864
S00367,C008,459.735
S00367,C009,340.686
S00367,C010,313.994
S00367,C011,167.794
S00367,C012,71.752
S00367,C013,96.185
S00367,C014,125.64
S00367,C015,302.708
S00367,C016,667.906
S00367,C017,587.82
S00367,C018,656.474
S00367,C019,636.08
S00367,C020,298.25
S00368,C001,670.671
S00368,C002,535.18
S00368,C003,469.955
S00368,C004,387.909
S00368,C005,333.378
S00368,C006,705.045
S00368,C007,547.29
S00368,C008,600.218
S00368,C009,460.412
S00368,C010,405.554
S00368,C011,235.571
S00368,C012,129.717
S00368,C013,50.847
S00368,C014,100.635
S00368,C015,220.037
S00368,C016,801.014
S00368,C017,707.466
S00368,C018,761.576
S00368,C019,728.592
S00368,C020,416.887
S00369,C001,858.529
S00369,C002,728.694
S00369,C003,724.136
S00369,C004,648.663
S00369,C005,634.835
S00369,C006,575.043
S00369,C007,410.486
S00369,C008,420.868
S00369,C009,216.743
S00369,C010,106.695
S00369,C011,109.187
S00369,C012,223.067
S00369,C013,296.854
S00369,C014,384.604
S00369,C015,549.523
S00369,C016,786.608
S00369,C017,757.183
S00369,C018,853.083
S00369,C019,853.986
S00369,C020,502.742
S00370,C001,227.78
S00370,C002,145.109
S00370,C003,23.721
S00370,C004,105.664
S00370,C005,198.809
S00370,C006,737.462
S00370,C007,663.135
S00370,C008,741.072
S00370,C009,738.801
S00370,C010,760.007
S00370,C011,638.111
S00370,C012,536.767
S00370,C013,493.764
S00370,C014,396.84
S00370,C015,346.736
S00370,C016,630.76
S00370,C017,475.318
S00370,C018,442.016
S00370,C019,366.414
S00370,C020,349.199
S00371,C001,512.729
S00371,C002,400.505
S00371,C003,267.445
S00371,C004,206.464
S00371,C005,91.598
S00371,C006,836.973
S00371,C007,711.794
S00371,C008,782.04
S00371,C009,700.743
S00371,C010,676.401
S00371,C011,516.271
S00371,C012,400.753
S00371,C013,326.841
S00371,C014,240.929
S00371,C015,82.663
S00371,C016,825.619
S00371,C017,689.184
S00371,C018,692.997
S00371,C019,630.495
S00371,C020,451.565
S00372,C001,463.488
S00372,C002,438.555
S00372,C003,577.455
S00372,C004,577.678
S00372,C005,678.322
S00372,C006,252.231
S00372,C007,327.049
S00372,C008,375.149
S00372,C009,535.337
S00372,C010,635.854
S00372,C011,651.143
S00372,C012,639.74
S00372,C013,675.156
S00372,C014,641.267
S00372,C015,752.91
S00372,C016,85.881
S00372,C017,137.504
S00372,C018,258.479
S00372,C019,325.874
S00372,C020,311.874
S00373,C001,279.407
S00373,C002,327.132
S00373,C003,479.62
S00373,C004,514.956
S00373,C005,629.946
S00373,C006,499.86
S00373,C007,545.651
S00373,C008,606.677
S00373,C009,733.989
S00373,C010,817.977
S00373,C011,788.315
S00373,C012,742.293
S00373,C013,751.732
S00373,C014,688.036
S00373,C015,745.267
S00373,C016,238.043
S00373,C017,121.164
S00373,C018,27.34
S00373,C019,113.092
S00373,C020,376.474
S00374,C001,718.532
S00374,C002,638.237
S00374,C003,730.674
S00374,C004,692.737
S00374,C005,755.572
S00374,C006,111.829
S00374,C007,89.952
S00374,C008,52.574
S00374,C009,259.15
S00374,C010,375.126
S00374,C011,467.497
S00374,C012,516.206
S00374,C013,584.21
S00374,C014,601.95
S00374,C015,765.304
S00374,C016,394.725
S00374,C017,452.462
S00374,C018,576.499
S00374,C019,623.681
S00374,C020,391.812
S00375,C001,203.306
S00375,C002,267.175
S00375,C003,416.743
S00375,C004,459.94
S00375,C005,575.582
S00375,C006,553.189
S00375,C007,579.531
S00375,C008,645.791
S00375,C009,755.192
S00375,C010,831.001
S00375,C011,785.257
S00375,C012,728.682
S00375,C013,729.725
S00375,C014,658.546
S00375,C015,699.153
S00375,C016,309.92
S00375,C017,170.793
S00375,C018,54.547
S00375,C019,38.23
S00375,C020,368.378
S00376,C001,223.421
S00376,C002,163.871
S00376,C003,58.516
S00376,C004,138.965
S00376,C005,219.87
S00376,C006,769.084
S00376,C007,698.493
S00376,C008,776.497
S00376,C009,776.631
S00376,C010,797.961
S00376,C011,675.209
S00376,C012,572.967
S00376,C013,528.163
S00376,C014,430.658
S00376,C015,369.927
S00376,C016,651.683
S00376,C017,494.415
S00376,C018,452.167
S00376,C019,372.934
S00376,C020,384.178
S00377,C001,637.281
S00377,C002,501.164
S00377,C003,453.739
S00377,C004,372.756
S00377,C005,337.932
S00377,C006,638.81
S00377,C007,481.638
S00377,C008,535.885
S00377,C009,404.299
S00377,C010,360.368
S00377,C011,195.574
S00377,C012,80.437
S00377,C013,22.157
S00377,C014,85.384
S00377,C015,249.905
S00377,C016,738.919
S00377,C017,650.581
S00377,C018,710.715
S00377,C019,682.866
S00377,C020,359.373
S00378,C001,326.618
S00378,C002,375.0
S00378,C003,527.672
S00378,C004,561.572
S00378,C005,676.242
S00378,C006,489.793
S00378,C007,550.427
S00378,C008,607.155
S00378,C009,745.88
S00378,C010,834.475
S00378,C011,813.868
S00378,C012,773.259
S00378,C013,786.478
S00378,C014,726.104
S00378,C015,789.118
S00378,C016,211.312
S00378,C017,129.598
S00378,C018,75.846
S00378,C019,160.292
S00378,C020,407.588
S00379,C001,199.929
S00379,C002,78.777
S00379,C003,82.168
S00379,C004,115.825
S00379,C005,230.852
S00379,C006,654.925
S00379,C007,585.151
S00379,C008,663.2
S00379,C009,672.834
S00379,C010,702.829
S00379,C011,593.15
S00379,C012,499.728
S00379,C013,467.927
S00379,C014,375.931
S00379,C015,364.935
S00379,C016,551.697
S00379,C017,398.566
S00379,C018,377.618
S00379,C019,309.509
S00379,C020,270.729
S00380,C001,592.459
S00380,C002,457.411
S00380,C003,390.483
S00380,C004,308.459
S00380,C005,260.215
S00380,C006,681.579
S00380,C007,532.473
S00380,C008,592.85
S00380,C009,477.597
S00380,C010,440.752
S00380,C011,277.603
S00380,C012,162.193
S00380,C013,89.569
S00380,C014,26.643
S00380,C015,168.868
S00380,C016,750.162
S00380,C017,646.777
S00380,C018,693.303
S00380,C019,656.128
S00380,C020,359.802
S00381,C001,792.5
S00381,C002,662.152
S00381,C003,657.473
S00381,C004,582.428
S00381,C005,571.698
S00381,C006,546.505
S00381,C007,378.825
S00381,C008,400.928
S00381,C009,209.876
S00381,C010,125.206
S00381,C011,47.852
S00381,C012,163.067
S00381,C013,241.265
S00381,C014,323.733
S00381,C015,493.014
S00381,C016,739.698
S00381,C017,701.345
S00381,C018,793.644
S00381,C019,791.607
S00381,C020,439.902
S00382,C001,906.529
S00382,C002,785.887
S00382,C003,808.574
S00382,C004,739.76
S00382,C005,745.228
S00382,C006,493.572
S00382,C007,346.922
S00382,C008,329.826
S00382,C009,133.787
S00382,C010,70.217
S00382,C011,236.808
S00382,C012,349.006
S00382,C013,429.378
S00382,C014,505.429
S00382,C015,678.897
S00382,C016,745.789
S00382,C017,748.031
S00382,C018,857.357
S00382,C019,873.676
S00382,C020,535.585
S00383,C001,855.15
S00383,C002,735.171
S00383,C003,760.876
S00383,C004,693.38
S00383,C005,703.125
S00383,C006,455.563
S00383,C007,302.8
S00383,C008,293.522
S00383,C009,88.827
S00383,C010,42.019
S00383,C011,209.634
S00383,C012,316.23
S00383,C013,397.748
S00383,C014,468.132
S00383,C015,643.543
S00383,C016,699.482
S00383,C017,697.76
S00383,C018,806.263
S00383,C019,821.984
S00383,C020,483.982
S00384,C001,801.915
S00384,C002,676.718
S00384,C003,689.918
S00384,C004,619.254
S00384,C005,621.922
S00384,C006,482.548
S00384,C007,317.94
S00384,C008,329.73
S00384,C009,130.204
S00384,C010,53.238
S00384,C011,122.8
S00384,C012,228.668
S00384,C013,310.07
S00384,C014,382.572
S00384,C015,557.048
S00384,C016,697.803
S00384,C017,676.097
S00384,C018,776.894
S00384,C019,783.834
S00384,C020,436.272
S00385,C001,216.487
S00385,C002,313.351
S00385,C003,453.938
S00385,C004,507.037
S00385,C005,621.871
S00385,C006,624.421
S00385,C007,658.228
S00385,C008,723.249
S00385,C009,835.557
S00385,C010,911.199
S00385,C011,862.826
S00385,C012,802.981
S00385,C013,800.316
S00385,C014,725.349
S00385,C015,753.049
S00385,C016,363.573
S00385,C017,241.723
S00385,C018,116.992
S00385,C019,95.909
S00385,C020,446.04
S00386,C001,397.876
S00386,C002,275.393
S00386,C003,325.85
S00386,C004,280.327
S00386,C005,347.804
S00386,C006,433.588
S00386,C007,329.332
S00386,C008,406.226
S00386,C009,406.868
S00386,C010,448.669
S00386,C011,371.959
S00386,C012,312.611
S00386,C013,324.164
S00386,C014,275.375
S00386,C015,391.321
S00386,C016,449.115
S00386,C017,348.751
S00386,C018,413.174
S00386,C019,397.322
S00386,C020,58.116
S00387,C001,668.077
S00387,C002,591.471
S00387,C003,689.321
S00387,C004,655.211
S00387,C005,723.497
S00387,C006,85.639
S00387,C007,82.732
S00387,C008,93.768
S00387,C009,286.351
S00387,C010,400.287
S00387,C011,475.015
S00387,C012,512.103
S00387,C013,575.391
S00387,C014,584.523
S00387,C015,742.387
S00387,C016,345.889
S00387,C017,399.124
S00387,C018,523.129
S00387,C019,570.696
S00387,C020,351.063
S00388,C001,339.331
S00388,C002,247.82
S00388,C003,96.191
S00388,C004,90.463
S00388,C005,103.639
S00388,C006,794.492
S00388,C007,699.768
S00388,C008,776.235
S00388,C009,743.686
S00388,C010,747.648
S00388,C011,608.273
S00388,C012,498.364
S00388,C013,441.92
S00388,C014,343.554
S00388,C015,253.177
S00388,C016,720.54
S00388,C017,569.813
S00388,C018,548.006
S00388,C019,475.427
S00388,C020,396.103
S00389,C001,720.362
S00389,C002,654.711
S00389,C003,761.224
S00389,C004,731.522
S00389,C005,803.899
S00389,C006,44.359
S00389,C007,163.408
S00389,C008,139.078
S00389,C009,346.363
S00389,C010,462.424
S00389,C011,552.198
S00389,C012,594.87
S00389,C013,659.503
S00389,C014,669.437
S00389,C015,826.545
S00389,C016,341.401
S00389,C017,426.693
S00389,C018,551.218
S00389,C019,608.455
S00389,C020,425.721
S00390,C001,430.198
S00390,C002,319.249
S00390,C003,388.509
S00390,C004,347.975
S00390,C005,417.485
S00390,C006,364.024
S00390,C007,263.354
S00390,C008,341.006
S00390,C009,364.344
S00390,C010,421.595
S00390,C011,371.775
S00390,C012,333.222
S00390,C013,360.002
S00390,C014,326.356
S00390,C015,455.791
S00390,C016,400.736
S00390,C017,320.559
S00390,C018,403.216
S00390,C019,402.317
S00390,C020,58.395
S00391,C001,758.388
S00391,C002,628.371
S00391,C003,626.258
S00391,C004,552.088
S00391,C005,545.33
S00391,C006,524.853
S00391,C007,356.642
S00391,C008,384.279
S00391,C009,203.638
S00391,C010,137.288
S00391,C011,39.817
S00391,C012,143.138
S00391,C013,224.063
S00391,C014,300.526
S00391,C015,472.988
S00391,C016,709.788
S00391,C017,668.421
S00391,C018,759.763
S00391,C019,757.231
S00391,C020,405.507
S00392,C001,802.759
S00392,C002,668.857
S00392,C003,645.301
S00392,C004,566.553
S00392,C005,540.052
S00392,C006,619.774
S00392,C007,451.527
S00392,C008,478.967
S00392,C009,291.456
S00392,C010,201.94
S00392,C011,60.502
S00392,C012,130.934
S00392,C013,193.516
S00392,C014,287.471
S00392,C015,444.343
S00392,C016,796.101
S00392,C017,744.484
S00392,C018,828.527
S00392,C019,818.358
S00392,C020,468.821
S00393,C001,378.395
S00393,C002,258.377
S00393,C003,317.723
S00393,C004,277.251
S00393,C005,351.283
S00393,C006,430.739
S00393,C007,334.454
S00393,C008,412.004
S00393,C009,422.445
S00393,C010,467.71
S00393,C011,393.954
S00393,C012,334.883
S00393,C013,345.23
S00393,C014,293.591
S00393,C015,402.856
S00393,C016,432.697
S00393,C017,328.399
S00393,C018,391.005
S00393,C019,375.017
S00393,C020,40.647
S00394,C001,752.915
S00394,C002,701.935
S00394,C003,819.388
S00394,C004,796.694
S00394,C005,875.958
S00394,C006,96.466
S00394,C007,255.657
S00394,C008,229.817
S00394,C009,436.814
S00394,C010,552.925
S00394,C011,645.525
S00394,C012,686.521
S00394,C013,749.543
S00394,C014,755.2
S00394,C015,907.775
S00394,C016,322.222
S00394,C017,437.885
S00394,C018,558.737
S00394,C019,625.612
S00394,C020,491.647
S00395,C001,699.521
S00395,C002,633.398
S00395,C003,740.05
S00395,C004,710.728
S00395,C005,783.814
S00395,C006,30.726
S00395,C007,150.575
S00395,C008,136.414
S00395,C009,342.206
S00395,C010,457.899
S00395,C011,541.834
S00395,C012,581.16
S00395,C013,644.498
S00395,C014,652.34
S00395,C015,808.12
S00395,C016,327.722
S00395,C017,408.052
S00395,C018,532.713
S00395,C019,588.846
S00395,C020,404.85
S00396,C001,189.979
S00396,C002,248.403
S00396,C003,398.545
S00396,C004,440.853
S00396,C005,556.49
S00396,C006,548.921
S00396,C007,569.887
S00396,C008,637.291
S00396,C009,742.521
S00396,C010,816.743
S00396,C011,768.592
S00396,C012,710.818
S00396,C013,711.096
S00396,C014,639.444
S00396,C015,679.712
S00396,C016,313.991
S00396,C017,168.762
S00396,C018,63.306
S00396,C019,23.82
S00396,C020,351.693
S00397,C001,63.253
S00397,C002,110.736
S00397,C003,187.991
S00397,C004,258.611
S00397,C005,364.814
S00397,C006,706.468
S00397,C007,670.488
S00397,C008,747.222
S00397,C009,790.211
S00397,C010,833.69
S00397,C011,737.216
S00397,C012,649.29
S00397,C013,621.359
S00397,C014,530.253
S00397,C015,509.247
S00397,C016,536.689
S00397,C017,377.329
S00397,C018,309.292
S00397,C019,224.333
S00397,C020,369.016
S00398,C001,711.359
S00398,C002,575.622
S00398,C003,537.386
S00398,C004,457.034
S00398,C005,423.829
S00398,C006,633.959
S00398,C007,469.367
S00398,C008,513.396
S00398,C009,355.832
S00398,C010,293.317
S00398,C011,122.855
S00398,C012,42.235
S00398,C013,76.129
S00398,C014,171.452
S00398,C015,327.949
S00398,C016,767.782
S00398,C017,694.515
S00398,C018,765.287
S00398,C019,744.751
S00398,C020,406.325
S00399,C001,313.85
S00399,C002,351.082
S00399,C003,504.042
S00399,C004,534.554
S00399,C005,648.612
S00399,C006,466.188
S00399,C007,520.056
S00399,C008,578.513
S00399,C009,713.372
S00399,C010,800.894
S00399,C011,779.085
S00399,C012,738.523
S00399,C013,752.227
S00399,C014,692.723
S00399,C015,758.777
S00399,C016,198.951
S00399,C017,96.537
S00399,C018,61.756
S00399,C019,148.675
S00399,C020,372.947
S00400,C001,334.243
S00400,C002,230.587
S00400,C003,323.804
S00400,C004,300.968
S00400,C005,391.131
S00400,C006,407.191
S00400,C007,338.978
S00400,C008,416.778
S00400,C009,460.466
S00400,C010,518.491
S00400,C011,459.276
S00400,C012,406.082
S00400,C013,417.794
S00400,C014,363.768
S00400,C015,460.915
S00400,C016,368.888
S00400,C017,256.645
S00400,C018,319.69
S00400,C019,309.223
S00400,C020,42.526
S00401,C001,663.374
S00401,C002,528.704
S00401,C003,504.582
S00401,C004,426.733
S00401,C005,409.453
S00401,C006,573.788
S00401,C007,411.148
S00401,C008,459.518
S00401,C009,317.778
S00401,C010,274.597
S00401,C011,116.457
S00401,C012,22.386
S00401,C013,93.767
S00401,C014,161.908
S00401,C015,335.054
S00401,C016,703.22
S00401,C017,631.71
S00401,C018,705.347
S00401,C019,688.042
S00401,C020,345.225
S00402,C001,803.596
S00402,C002,670.509
S00402,C003,652.045
S00402,C004,574.155
S00402,C005,551.778
S00402,C006,601.653
S00402,C007,433.496
S00402,C008,458.994
S00402,C009,269.57
S00402,C010,179.451
S00402,C011,48.042
S00402,C012,139.882
S00402,C013,208.142
S00402,C014,299.621
S00402,C015,460.273
S00402,C016,783.575
S00402,C017,735.906
S00402,C018,822.433
S00402,C019,814.587
S00402,C020,463.864
S00403,C001,378.651
S00403,C002,377.437
S00403,C003,525.683
S00403,C004,539.627
S00403,C005,648.084
S00403,C006,355.177
S00403,C007,414.376
S00403,C008,469.719
S00403,C009,614.175
S00403,C010,707.395
S00403,C011,701.627
S00403,C012,674.117
S00403,C013,698.277
S00403,C014,650.64
S00403,C015,740.638
S00403,C016,112.73
S00403,C017,46.975
S00403,C018,156.094
S00403,C019,229.142
S00403,C020,318.371
S00404,C001,694.687
S00404,C002,615.78
S00404,C003,710.421
S00404,C004,674.064
S00404,C005,739.241
S00404,C006,98.308
S00404,C007,81.007
S00404,C008,68.629
S00404,C009,269.43
S00404,C010,384.685
S00404,C011,468.722
S00404,C012,512.108
S00404,C013,578.042
S00404,C014,591.932
S00404,C015,752.966
S00404,C016,372.633
S00404,C017,427.889
S00404,C018,551.869
S00404,C019,599.027
S00404,C020,371.624
S00405,C001,606.475
S00405,C002,470.371
S00405,C003,426.566
S00405,C004,346.198
S00405,C005,318.196
S00405,C006,620.212
S00405,C007,466.137
S00405,C008,523.46
S00405,C009,402.801
S00405,C010,367.807
S00405,C011,208.828
S00405,C012,94.337
S00405,C013,53.383
S00405,C014,68.143
S00405,C015,242.751
S00405,C016,711.557
S00405,C017,620.712
S00405,C018,679.603
S00405,C019,651.379
S00405,C020,329.575
S00406,C001,538.812
S00406,C002,426.747
S00406,C003,293.314
S00406,C004,232.704
S00406,C005,117.846
S00406,C006,854.979
S00406,C007,726.909
S00406,C008,796.139
S00406,C009,708.802
S00406,C010,680.277
S00406,C011,517.709
S00406,C012,402.413
S00406,C013,326.164
S00406,C014,245.108
S00406,C015,74.692
S00406,C016,849.158
S00406,C017,713.854
S00406,C018,718.873
S00406,C019,656.674
S00406,C020,472.59
S00407,C001,658.986
S00407,C002,569.768
S00407,C003,654.154
S00407,C004,612.975
S00407,C005,672.899
S00407,C006,159.681
S00407,C007,8.616
S00407,C008,76.881
S00407,C009,221.908
S00407,C010,332.65
S00407,C011,400.852
S00407,C012,439.487
S00407,C013,504.662
S00407,C014,518.948
S00407,C015,681.457
S00407,C016,393.24
S00407,C017,420.508
S00407,C018,540.967
S00407,C019,578.491
S00407,C020,316.327
S00408,C001,435.34
S00408,C002,419.353
S00408,C003,562.285
S00408,C004,567.614
S00408,C005,671.451
S00408,C006,289.951
S00408,C007,360.876
S00408,C008,411.271
S00408,C009,566.811
S00408,C010,665.08
S00408,C011,673.24
S00408,C012,656.161
S00408,C013,687.664
S00408,C014,648.748
S00408,C015,752.822
S00408,C016,76.698
S00408,C017,104.422
S00408,C018,222.322
S00408,C019,292.537
S00408,C020,316.299
S00409,C001,615.171
S00409,C002,480.354
S00409,C003,410.261
S00409,C004,328.22
S00409,C005,274.058
S00409,C006,698.317
S00409,C007,546.978
S00409,C008,605.62
S00409,C009,483.428
S00409,C010,440.976
S00409,C011,274.81
S00409,C012,160.695
S00409,C013,82.081
S00409,C014,50.113
S00409,C015,170.65
S00409,C016,772.206
S00409,C017,670.053
S00409,C018,717.117
S00409,C019,679.916
S00409,C020,382.473
S00410,C001,551.098
S00410,C002,426.355
S00410,C003,316.162
S00410,C004,240.523
S00410,C005,147.505
S00410,C006,786.353
S00410,C007,650.349
S00410,C008,716.917
S00410,C009,619.86
S00410,C010,588.252
S00410,C011,425.166
S00410,C012,309.908
S00410,C013,233.798
S00410,C014,154.108
S00410,C015,25.086
S00410,C016,807.084
S00410,C017,682.049
S00410,C018,702.815
S00410,C019,649.384
S00410,C020,419.461
S00411,C001,346.603
S00411,C002,230.937
S00411,C003,109.055
S00411,C004,36.922
S00411,C005,78.768
S00411,C006,726.807
S00411,C007,625.311
S00411,C008,701.111
S00411,C009,664.21
S00411,C010,668.579
S00411,C011,531.605
S00411,C012,423.501
S00411,C013,371.628
S00411,C014,273.216
S00411,C015,216.901
S00411,C016,674.668
S00411,C017,530.503
S00411,C018,525.417
S00411,C019,461.124
S00411,C020,328.27
S00412,C001,305.621
S00412,C002,198.799
S00412,C003,62.578
S00412,C004,33.745
S00412,C005,115.883
S00412,C006,734.004
S00412,C007,641.811
S00412,C008,718.675
S00412,C009,693.909
S00412,C010,704.127
S00412,C011,571.991
S00412,C012,465.92
S00412,C013,416.829
S00412,C014,318.703
S00412,C015,261.54
S00412,C016,662.085
S00412,C017,513.122
S00412,C018,497.971
S00412,C019,429.302
S00412,C020,335.942
S00413,C001,501.196
S00413,C002,383.294
S00413,C003,259.375
S00413,C004,190.58
S00413,C005,83.571
S00413,C006,800.734
S00413,C007,674.401
S00413,C008,744.452
S00413,C009,663.618
S00413,C010,640.947
S00413,C011,482.385
S00413,C012,366.93
S00413,C013,294.995
S00413,C014,206.081
S00413,C015,67.379
S00413,C016,795.571
S00413,C017,661.951
S00413,C018,670.997
S00413,C019,611.522
S00413,C020,417.781
S00414,C001,267.318
S00414,C002,300.424
S00414,C003,453.382
S00414,C004,484.678
S00414,C005,599.049
S00414,C006,476.692
S00414,C007,513.954
S00414,C008,576.937
S00414,C009,699.053
S00414,C010,781.52
S00414,C011,750.08
S00414,C012,703.843
S00414,C013,713.657
S00414,C014,650.774
S00414,C015,711.344
S00414,C016,231.053
S00414,C017,93.693
S00414,C018,31.262
S00414,C019,105.899
S00414,C020,338.007
S00415,C001,742.28
S00415,C002,620.322
S00415,C003,644.775
S00415,C004,578.072
S00415,C005,592.423
S00415,C006,420.722
S00415,C007,253.675
S00415,C008,275.217
S00415,C009,101.88
S00415,C010,104.318
S00415,C011,149.12
S00415,C012,228.927
S00415,C013,309.415
S00415,C014,366.716
S00415,C015,543.752
S00415,C016,627.666
S00415,C017,606.036
S00415,C018,708.157
S00415,C019,717.445
S00415,C020,373.063
S00416,C001,765.849
S00416,C002,633.205
S00416,C003,618.485
S00416,C004,541.539
S00416,C005,524.305
S00416,C006,572.929
S00416,C007,404.707
S00416,C008,435.039
S00416,C009,254.864
S00416,C010,179.033
S00416,C011,12.471
S00416,C012,112.356
S00416,C013,188.061
S00416,C014,273.898
S00416,C015,440.481
S00416,C016,747.411
S00416,C017,697.503
S00416,C018,783.469
S00416,C019,775.593
S00416,C020,424.827
S00417,C001,714.132
S00417,C002,583.623
S00417,C003,581.187
S00417,C004,507.386
S00417,C005,503.291
S00417,C006,513.305
S00417,C007,345.592
S00417,C008,381.921
S00417,C009,219.479
S00417,C010,173.495
S00417,C011,54.782
S00417,C012,112.173
S00417,C013,193.744
S00417,C014,262.174
S00417,C015,437.089
S00417,C016,682.049
S00417,C017,633.307
S00417,C018,721.357
S00417,C019,716.267
S00417,C020,364.638
S00418,C001,646.513
S00418,C002,511.045
S00418,C003,446.411
S00418,C004,364.38
S00418,C005,312.485
S00418,C006,693.7
S00418,C007,538.123
S00418,C008,593.306
S00418,C009,460.634
S00418,C010,411.514
S00418,C011,243.06
S00418,C012,131.979
S00418,C013,50.283
S00418,C014,76.482
S00418,C015,205.395
S00418,C016,782.517
S00418,C017,686.566
S00418,C018,739.042
S00418,C019,705.235
S00418,C020,396.52
S00419,C001,501.316
S00419,C002,392.242
S00419,C003,255.26
S00419,C004,198.684
S00419,C005,83.076
S00419,C006,843.95
S00419,C007,721.498
S00419,C008,792.526
S00419,C009,715.329
S00419,C010,693.108
S00419,C011,534.063
S00419,C012,418.561
S00419,C013,345.519
S00419,C014,258.053
S00419,C015,103.03
S00419,C016,825.425
S00419,C017,686.808
S00419,C018,687.012
S00419,C019,622.767
S00419,C020,455.482
S00420,C001,563.534
S00420,C002,435.375
S00420,C003,334.691
S00420,C004,256.071
S00420,C005,173.564
S00420,C006,764.796
S00420,C007,625.213
S00420,C008,690.302
S00420,C009,587.983
S00420,C010,554.201
S00420,C011,390.452
S00420,C012,275.325
S00420,C013,198.793
S00420,C014,121.756
S00420,C015,55.58
S00420,C016,797.256
S00420,C017,676.951
S00420,C018,703.914
S00420,C019,654.101
S00420,C020,406.852
S00421,C001,794.454
S00421,C002,687.817
S00421,C003,742.422
S00421,C004,685.759
S00421,C005,719.331
