student_id,district,x,y,gender
S00777,East_4,730.319,632.499,M
S00778,South_5,773.703,170.506,M
S00779,North_5,671.295,787.208,F
S00780,South_4,610.261,209.193,F
S00781,North_5,737.439,906.668,F
S00782,East_3,1000,533.026,F
S00783,East_2,789.503,389.617,M
S00784,South_5,736.32,181.012,F
S00785,West_3,145.037,710.739,F
S00786,North_4,606.834,816.382,M
S00787,West_2,199.684,442.347,F
S00788,East_5,843.212,690.38,F
S00789,South_1,256.099,171.845,M
S00790,East_3,937.757,522.271,F
S00791,East_5,864.617,809.822,F
S00792,West_4,154.758,732.78,M
S00793,West_3,170.304,620.073,M
S00794,South_5,750.875,77.79,M
S00795,Metro,552.973,461.305,M
S00796,South_3,523.598,111.48,F
S00797,South_3,481.85,124.272,M
S00798,South_5,794.781,105.666,M
S00799,South_5,762.762,171.369,F
S00800,East_1,777.189,342.275,M
S00801,North_3,539.184,898.934,F
S00802,North_3,543.418,833.407,M
S00803,East_1,835.916,274.412,M
S00804,North_1,283.783,930.327,M
S00805,East_2,862.944,476.22,M
S00806,North_3,481.406,874.285,F
S00807,Metro,490.727,508.352,M
S00808,West_1,240.308,330.7,M
S00809,North_1,368.168,856.896,M
S00810,East_5,841.79,774.61,F
S00811,East_1,849.29,310.519,M
S00812,South_2,391.58,250.222,F
S00813,South_4,630.67,157.76,F
S00814,South_3,566.298,251.365,F
S00815,North_1,315.931,983.601,M
S00816,West_1,126.854,345.374,F
S00817,East_5,866.418,712.876,F
S00818,West_1,106.783,317.784,M
S00819,East_4,814.882,632.613,M
S00820,South_4,598.64,218.716,F
S00821,East_5,873.898,820.81,M
S00822,South_2,375.049,123.632,F
S00823,East_3,840.716,480.347,M
S00824,East_1,827.898,270.278,M
S00825,East_1,794.536,245.615,M
S00826,South_3,502.557,164.291,F
S00827,West_4,160.498,732.322,M
S00828,North_1,248.647,768.596,F
S00829,North_4,685.478,848.895,M
S00830,West_4,149.368,740.847,F
S00831,South_1,373.38,175.511,M
S00832,West_3,106.82,692.053,F
S00833,West_1,212.715,402.62,M
S00834,North_1,336.908,904.63,F
S00835,South_3,466.991,173.937,M
S00836,South_3,512.828,168.474,F
S00837,Metro,493.925,544.007,F
S00838,West_2,132.302,435.339,M
S00839,North_3,506.219,729.215,M
S00840,North_3,568.834,827.653,F
S00841,North_4,609.13,849.08,M
S00842,West_3,202.865,590.326,M
S00843,South_5,661.178,157.015,F
S00844,North_1,292.151,893.983,M
S00845,Metro,480.264,464.182,M
S00846,South_4,632.456,128.946,F
S00847,North_4,683.87,735.789,M
S00848,North_1,343.933,833.595,F
S00849,West_3,162.105,627.014,F
S00850,South_2,392.318,211.74,M
S00851,East_2,760.022,467.297,M
S00852,South_5,770.531,103.459,F
S00853,South_5,793.769,185.819,M
S00854,North_3,476.06,885.059,M
S00855,West_3,180.01,528.329,F
S00856,West_4,119.353,754.954,F
S00857,Metro,490.176,511.38,M
S00858,West_3,112.142,706.886,F
S00859,East_5,822.733,792.4,M
S00860,West_1,157.262,400.478,F
S00861,East_2,805.018,425.192,M
S00862,East_1,887.335,228.296,F
S00863,North_3,502.752,836.394,F
S00864,North_5,768.212,828.889,F
S00865,North_3,436.642,907.652,M
S00866,West_1,87.203,380.184,M
S00867,Metro,573.438,502.002,F
S00868,West_3,96.686,645.739,M
S00869,East_5,893.169,828.365,M
S00870,South_3,449.819,94.983,F
S00871,South_4,586.472,136.285,M
S00872,South_1,411.339,122.913,F
S00873,West_2,219.5,546.651,F
S00874,West_3,112.687,628.442,M
S00875,North_5,728.496,828.772,F
S00876,West_4,227.623,832.45,M
S00877,East_1,841.391,257.705,M
S00878,West_1,94.996,337.305,F
S00879,East_4,863.69,605.609,F
S00880,West_2,169.922,498.551,M
S00881,North_2,443.247,832.35,M
S00882,Metro,489.709,476.863,M
S00883,East_5,833.922,827.311,M
S00884,South_3,465.473,168.274,M
S00885,West_1,119.28,347.552,F
S00886,East_5,897.21,767.835,F
S00887,Metro,538.518,494.103,M
S00888,North_1,294.472,917.645,F
S00889,West_3,209.687,602.899,F
S00890,West_1,91.407,342.33,M
S00891,South_2,440.024,241.213,M
S00892,Metro,497.876,477.411,M
S00893,South_4,617.731,171.729,F
S00894,North_1,191.397,877.25,M
S00895,North_4,633.593,833.051,F
S00896,East_1,816.97,276.317,F
S00897,East_1,907.588,280.432,M
S00898,South_4,620.768,175.442,M
S00899,West_4,159.096,745.483,F
S00900,North_5,755.923,799.671,M
S00901,North_3,506.071,882.478,M
S00902,Metro,483.719,463.911,M
S00903,South_3,489.473,140.822,F
S00904,East_1,803.1,292.148,F
S00905,West_4,199.101,830.562,M
S00906,North_4,693.824,804.83,M
S00907,East_3,870.469,586.499,M
S00908,West_3,131.264,649.664,F
S00909,East_4,889.314,612.431,M
S00910,North_1,292.415,842.763,M
S00911,North_2,425.772,764.695,M
S00912,West_4,138.78,807.027,F
S00913,South_4,706.932,187.13,M
S00914,East_4,764.371,588.837,M
S00915,East_5,947.687,800.472,M
S00916,South_1,270.901,93.456,F
S00917,West_1,108.294,377.221,M
S00918,South_5,731.168,144.913,F
S00919,West_2,202.013,469.488,M
S00920,South_2,498.493,103.916,F
S00921,Metro,591.504,506.421,M
S00922,North_3,585.61,856.916,M
S00923,South_2,408.958,82.683,F
S00924,North_5,827.878,805.891,M
S00925,North_4,655.585,903.954,M
S00926,North_3,497.254,803.787,M
S00927,West_3,281.827,580.348,F
S00928,East_4,880.194,669.791,F
S00929,North_3,517.054,803.603,F
S00930,South_3,509.385,121.041,F
S00931,East_3,886.856,501.892,F
S00932,South_2,372.709,121.707,M
S00933,East_2,794.141,439.52,F
S00934,North_4,609.448,892.831,F
S00935,South_1,251.893,202.452,F
S00936,West_4,138.73,789.813,F
S00937,East_1,905.24,335.945,M
S00938,West_3,165.6,620.83,M
S00939,South_1,308.563,138.244,M
S00940,West_4,217.248,728.452,F
S00941,West_1,152.851,371.963,F
S00942,East_2,870.865,409.594,M
S00943,South_3,537.92,226.31,F
S00944,North_3,505.394,854.862,F
S00945,East_1,809.446,220.475,M
S00946,West_1,166.846,380.46,M
S00947,West_1,107.803,364.389,M
S00948,West_1,154.035,395.03,M
S00949,North_1,321.355,949.639,F
S00950,South_3,605.856,104.151,M
S00951,Metro,468.499,562.726,F
S00952,West_3,145.285,696.224,M
S00953,South_3,481.718,191.41,M
S00954,East_1,785.033,363.808,F
S00955,South_3,560.038,111.6,F
S00956,West_4,272.959,783.856,F
S00957,North_4,697.196,850.094,M
S00958,North_4,673.583,871.026,M
S00959,East_4,785.37,660.593,M
S00960,South_5,724.318,154.108,M
S00961,East_4,791.503,657.86,M
S00962,East_2,853.6,463.784,M
S00963,West_4,196.385,801.642,M
S00964,East_1,756.596,361.464,M
S00965,West_4,168.479,697.286,M
S00966,North_5,715.149,823.472,F
S00967,North_4,669.503,766.623,M
S00968,East_3,827.795,523.15,F
S00969,Metro,486.035,490.312,F
S00970,South_3,548.488,169.078,F
S00971,West_3,127.832,622.691,M
S00972,West_4,106.273,765.248,M
S00973,South_5,796.807,194.705,M
S00974,West_4,190.137,715.656,F
S00975,South_3,578.237,164.902,M
S00976,Metro,423.486,508.63,F
S00977,East_3,850.882,448.915,M
S00978,South_4,637.824,256.65,M
S00979,South_1,327.976,117.748,M
S00980,North_1,294.785,849.627,M
S00981,East_1,833.418,316.574,F
S00982,South_4,677.179,209.436,F
S00983,South_1,238.451,136.947,F
S00984,Metro,475.717,518.243,F
S00985,North_4,591.779,801.225,F
S00986,East_2,826.867,365.177,M
S00987,West_3,109.693,577.115,F
S00988,West_2,199.644,493.514,F
S00989,West_2,199.504,441.05,M
S00990,North_4,644.521,818.977,M
S00991,West_2,120.025,510.79,M
S00992,North_2,413.243,838.093,M
S00993,East_5,896.282,735.791,F
S00994,East_5,766.116,692.554,M
S00995,East_4,791.988,651.301,F
S00996,North_5,766.391,802.428,M
S00997,East_3,835.476,487.256,M
S00998,Metro,530.91,518.767,F
S00999,South_3,477.74,186.591,M
S01000,West_1,167.772,368.175,F
S01001,East_5,799.545,733.4,F
S01002,Metro,489.813,560.598,M
S01003,South_5,751.422,152.466,M
S01004,South_4,653.685,190.818,F
S01005,South_3,565.054,186.221,F
S01006,West_4,202.746,725.713,F
S01007,Metro,428.85,470.178,F
S01008,Metro,451.653,512.787,M
S01009,South_5,752.829,194.146,M
S01010,East_4,824.93,678.888,F
S01011,East_1,939.863,300.191,M
S01012,South_1,234.783,194.371,F
S01013,North_2,456.519,798.606,F
S01014,North_5,729.42,842.226,M
S01015,East_1,877.823,364.744,F
S01016,North_5,764.975,887.619,F
S01017,North_4,719.29,882.863,F
S01018,East_3,860.023,469.029,M
S01019,West_3,122.969,668.355,F
S01020,East_1,954.678,285.195,F
S01021,South_4,640.025,156.423,F
S01022,South_5,703.562,136.528,F
S01023,West_3,158.061,590.912,M
S01024,East_5,788.357,772.079,M
S01025,East_4,804.934,654.251,F
S01026,East_3,851.543,581.649,M
S01027,South_1,334.861,139.371,M
S01028,East_1,872.156,362.76,F
S01029,South_3,485.04,178.806,M
S01030,Metro,467.694,424.022,F
S01031,West_2,96.663,469.796,M
S01032,North_4,664.774,813.497,M
S01033,North_4,491.876,820.374,F
S01034,West_2,162.117,554.999,M
S01035,South_4,634.221,165.257,F
S01036,South_5,721.293,114.167,F
S01037,South_1,258.287,194.205,F
S01038,South_3,489.418,172.032,M
S01039,East_2,787.071,364.757,F
S01040,South_3,500.854,103.912,F
S01041,West_4,152.875,805.131,M
S01042,West_3,84.393,560.103,F
S01043,East_4,741.228,601.938,M
S01044,North_2,388.342,852.469,F
S01045,East_5,819.394,727.243,F
S01046,West_2,249.242,471.964,F
S01047,South_4,643.926,188.902,M
S01048,East_4,885.059,614.448,M
S01049,North_5,738.907,867.155,F
S01050,East_2,864.643,417.464,M
S01051,North_3,511.079,842.236,F
S01052,South_2,410.602,216.792,M
S01053,North_3,530.72,845.798,F
S01054,West_3,126.711,685.565,F
S01055,East_2,892.42,492.264,M
S01056,East_3,782.959,545.174,F
S01057,East_1,830.218,265.223,F
S01058,South_5,757.792,169.292,F
S01059,South_3,522.643,188.206,M
S01060,East_1,856.269,270.672,F
S01061,South_5,856.529,155.311,F
S01062,South_2,418.011,99.919,M
S01063,West_2,152.234,491.322,F
S01064,South_4,678.131,242.905,F
S01065,West_3,153.359,657.97,M
S01066,East_1,874.151,236.006,F
S01067,South_1,291.363,68.223,F
S01068,North_4,662.17,830.172,M
S01069,East_4,793.507,615.823,F
S01070,North_4,654.252,821.745,M
S01071,North_4,668.53,841.358,F
S01072,East_5,857.772,780.569,F
S01073,North_5,685.725,892.947,F
S01074,Metro,422.39,518.023,F
S01075,North_2,410.091,794.71,F
S01076,West_1,195.702,381.993,M
S01077,West_4,179.978,824.118,M
S01078,North_3,528.874,821.169,F
S01079,South_1,324.975,148.97,M
S01080,East_1,905.599,289.29,F
S01081,Metro,539.456,560.989,M
S01082,South_1,275.692,127.098,M
S01083,West_3,154.428,661.58,F
S01084,South_2,427.95,211.406,M
S01085,South_4,645.145,298.409,F
S01086,East_5,898.419,818.883,M
S01087,North_4,692.46,853.944,M
S01088,North_2,366.975,764.837,M
S01089,North_3,538.827,981.518,F
S01090,West_2,152.691,511.068,F
S01091,South_3,588.799,222.121,F
S01092,East_5,802.533,734.598,F
S01093,North_4,656.128,858.341,F
S01094,South_1,343.816,62.961,M
S01095,North_2,431.173,851.165,F
S01096,East_2,745.386,432.146,F
S01097,West_1,196.398,318.011,F
S01098,West_1,155.062,431.725,F
S01099,North_4,608.769,749.983,M
S01100,East_3,826.63,582.819,M
S01101,North_2,402.706,808.682,M
S01102,North_4,661.002,824.181,M
S01103,North_3,447.77,818.056,F
S01104,East_1,844.579,262.004,F
S01105,North_5,753.534,847.845,M
S01106,East_4,896.55,603.036,F
S01107,West_2,233.373,521.404,F
S01108,West_2,184.281,485.002,F
S01109,East_1,846.595,210.068,M
S01110,Metro,519.721,495.014,M
S01111,East_1,875.421,346.07,M
S01112,East_2,874.435,391.364,F
S01113,West_1,156.025,301.314,F
S01114,East_5,836.076,764.333,M
S01115,East_2,754.151,408.058,F
S01116,Metro,546.529,467.293,F
S01117,West_3,95.688,673.356,F
S01118,East_3,826.203,512.935,F
S01119,South_3,415.965,183.616,M
S01120,East_5,915.22,748.526,M
S01121,Metro,487.83,536.033,M
S01122,North_5,724.333,925.983,F
S01123,West_4,121.629,775.859,M
S01124,North_2,384.59,826.461,F
S01125,South_3,496.494,133.822,F
S01126,North_2,328.676,879.243,M
S01127,East_5,862.384,728.274,M
S01128,East_3,832.301,594.278,F
S01129,North_2,482.533,846.59,F
S01130,West_4,84.875,821.659,M
S01131,West_3,159.541,704.754,M
S01132,East_4,809.875,628.916,M
S01133,South_2,373.249,164.12,M
S01134,North_4,568.404,682.414,F
S01135,West_1,132.592,351.095,F
S01136,South_1,276.128,164.767,M
S01137,South_5,753.331,93.303,F
S01138,North_2,332.416,819.111,M
S01139,West_1,120.312,363.576,F
S01140,East_4,840.685,698.723,M
S01141,North_5,750.134,902.47,M
S01142,North_3,488.265,877.169,M
S01143,South_2,401.721,174.459,F
S01144,North_4,591.011,887.681,F
S01145,East_3,759.852,562.352,M
S01146,North_5,701.818,908.976,M
S01147,North_3,628.381,891.881,M
S01148,West_3,153.192,633.231,M
S01149,South_2,370.246,187.276,M
S01150,North_5,720.556,849.929,F
S01151,East_3,924.274,521.647,M
S01152,South_3,570.731,119.356,F
S01153,North_4,623.159,897.598,F
S01154,North_2,406.72,815.19,F
S01155,East_4,768.312,555.078,F
S01156,West_3,239.811,650.818,F
S01157,North_5,664.726,939.027,M
S01158,West_4,119.604,785.838,M
S01159,North_4,590.196,819.796,M
S01160,North_1,328.894,836.991,F
S01161,South_4,662.908,214.639,F
S01162,South_3,476.722,291.512,F
S01163,West_2,114.971,434.32,M
S01164,Metro,530.546,489.887,F
S01165,West_4,169.351,763.914,F
S01166,East_1,815.059,212.825,M
S01167,South_4,597.441,159.018,F
S01168,West_4,153.121,829.418,M
S01169,East_4,760.354,606.704,M
S01170,West_3,124.523,705.551,M
S01171,South_4,704.885,138.25,M
S01172,South_2,307.399,141.348,M
S01173,North_4,653.459,798.651,M
S01174,West_1,183.943,328.178,F
S01175,South_2,407.695,96.465,F
S01176,North_4,649.086,842.106,M
S01177,West_1,122.963,337.06,M
S01178,East_3,856.238,535.272,M
S01179,East_5,802.412,762.787,F
S01180,East_5,793.194,817.62,F
S01181,South_5,771.619,177.618,F
S01182,West_1,185.532,363.362,F
S01183,North_5,740.627,828.326,M
S01184,North_2,527.569,762.04,F
S01185,East_5,918.001,685.126,F
S01186,South_4,710.854,199.061,F
S01187,East_5,771.219,820.706,M
S01188,East_1,774.57,320.237,M
S01189,West_4,181.503,835.892,M
S01190,East_2,756.813,403.575,M
S01191,North_4,553.182,854.655,F
S01192,South_5,700.198,179.033,M
S01193,East_5,896.303,726.425,F
S01194,North_2,381.67,819.883,M
S01195,South_4,635.498,189.05,F
S01196,East_3,847.969,495.605,F
S01197,North_2,380.792,878.157,M
S01198,East_5,870.81,770.524,F
S01199,East_4,880.646,676.023,M
S01200,South_3,468.704,202.463,F
S01201,East_2,806.185,388.372,M
S01202,North_4,628.913,774.39,F
S01203,West_1,186.038,350.98,M
S01204,North_3,545.524,877.293,F
S01205,North_1,242.126,855.788,M
S01206,East_3,823.561,526.291,F
S01207,South_5,698.005,171.793,M
S01208,South_1,235.168,131.659,M
S01209,North_2,449.077,872.563,M
S01210,North_3,582.896,866.964,F
S01211,South_2,428.409,191.314,M
S01212,North_4,625.814,884.645,M
S01213,Metro,499.822,457.472,M
S01214,North_2,396.847,861.098,F
S01215,West_2,184.593,413.481,M
S01216,South_2,455.985,231.86,F
S01217,South_2,383.539,195.929,M
S01218,East_3,911.29,571.153,M
S01219,South_5,715.565,52.807,F
S01220,South_4,660.118,151.489,F
S01221,Metro,460.308,465.32,F
S01222,East_1,881.305,350.816,F
S01223,Metro,509.916,500.098,M
S01224,West_1,166.477,419.979,F
S01225,South_4,611.008,229.883,M
S01226,North_1,306.05,889.893,M
S01227,South_2,370.218,178.327,M
S01228,North_3,502.417,894.144,M
S01229,West_3,179.375,720.036,F
S01230,West_4,198.964,718.015,F
S01231,North_4,552.651,842.066,F
S01232,South_5,795.478,55.102,M
S01233,West_3,127.94,708.857,F
S01234,East_2,878.654,416.93,F
S01235,West_2,212.056,472.805,M
S01236,South_1,421.575,175.114,M
S01237,East_2,773.474,448.703,F
S01238,East_5,850.502,765.485,F
S01239,North_2,441.063,789.726,F
S01240,North_5,747.911,875.782,M
S01241,West_2,221.694,474.756,M
S01242,West_2,201.527,485.362,F
S01243,Metro,493.966,445.531,F
S01244,North_3,582.931,794.69,M
S01245,North_5,798.394,865.145,M
S01246,North_1,357.487,826.709,M
S01247,South_2,426.107,166.536,F
S01248,North_1,298.426,790.867,M
S01249,South_2,422.792,213.882,F
S01250,West_1,132.924,328.413,M
S01251,South_1,357.562,156.016,M
S01252,North_5,731.773,886.835,M
S01253,Metro,519.569,444.558,M
S01254,North_2,379.006,793.27,F
S01255,North_2,505.659,837.621,M
S01256,North_3,569.765,870.736,M
S01257,East_5,904.181,714.973,F
S01258,East_3,823.269,601.687,M
S01259,Metro,501.818,449.649,M
S01260,North_2,432.513,754.043,M
S01261,South_5,726.658,85.091,F
S01262,South_5,778.714,141.872,F
S01263,West_4,125.649,823.781,F
S01264,West_2,216.556,466.696,M
S01265,North_2,448.974,853.451,M
S01266,South_1,260.829,197.903,M
S01267,South_4,635.235,159.13,M
S01268,West_2,135.415,490.695,F
S01269,North_5,756.05,881.463,F
S01270,South_3,480.469,219.479,F
S01271,West_2,107.263,531.284,M
S01272,North_4,604.288,755.421,F
S01273,North_3,492.13,832.336,M
S01274,West_2,230.3,600.547,M
S01275,East_3,831.103,469.289,F
S01276,South_2,400.174,167.334,M
S01277,West_2,253.862,436.724,M
S01278,West_1,123.746,318.12,F
S01279,South_4,613.793,166.033,F
S01280,South_2,428.673,114.728,F
S01281,East_5,972.976,685.347,M
S01282,East_3,767.894,519.287,F
S01283,North_2,505.943,751.28,M
S01284,East_5,873.259,716.669,F
S01285,West_3,156.486,709.743,F
S01286,East_3,844.074,480.386,F
S01287,East_2,793.31,366.454,M
S01288,East_2,843.538,374.57,F
S01289,North_4,707.006,818.929,M
S01290,North_1,280.046,834.849,F
S01291,East_4,844.01,636.193,M
S01292,East_4,777.122,665.048,F
S01293,East_3,809.651,538.362,F
S01294,South_3,532.185,196.776,M
S01295,East_2,838.902,382.854,F
S01296,South_4,598.765,167.692,M
S01297,East_2,813.831,388.826,F
S01298,Metro,563.816,535.116,F
S01299,South_5,838.339,194.62,M
S01300,South_1,249.723,101.38,M
S01301,East_5,797.544,740.556,M
S01302,West_4,173.533,778.553,F
S01303,East_1,783.149,309.066,F
S01304,South_3,562.23,144.764,M
S01305,North_1,361.246,820.119,F
S01306,North_2,383.0,824.597,M
S01307,East_4,800.916,711.069,M
S01308,South_1,341.394,176.466,F
S01309,South_1,268.037,125.987,F
S01310,North_1,316.307,872.979,M
S01311,East_4,800.898,660.401,M
S01312,South_5,782.34,64.712,F
S01313,Metro,559.278,487.664,M
S01314,West_3,150.806,593.561,F
S01315,North_5,695.362,878.532,M
S01316,East_2,828.205,397.394,F
S01317,West_1,170.333,378.153,F
S01318,South_5,646.7,166.271,M
S01319,South_3,510.944,100.919,M
S01320,East_1,820.929,309.811,F
S01321,South_3,502.811,200.672,M
S01322,North_3,483.756,846.784,F
S01323,East_3,834.276,495.683,F
S01324,South_1,348.48,187.977,F
S01325,South_5,739.854,120.139,M
S01326,East_1,792.614,167.212,F
S01327,East_2,780.391,334.847,M
S01328,South_4,572.414,169.18,F
S01329,North_5,748.878,883.833,M
S01330,East_3,911.614,546.142,M
S01331,Metro,454.336,446.136,M
S01332,North_2,375.417,793.284,M
S01333,West_4,168.481,747.589,F
S01334,East_4,863.971,662.654,F
S01335,West_1,126.283,297.566,F
S01336,South_1,301.959,114.408,M
S01337,South_3,517.139,163.75,F
S01338,North_4,753.678,872.969,M
S01339,East_3,877.764,572.172,M
S01340,East_2,763.615,435.992,M
S01341,West_4,175.468,759.482,M
S01342,North_2,399.034,742.79,M
S01343,West_4,218.2,831.79,M
S01344,East_4,812.801,709.462,F
S01345,East_2,713.782,399.701,F
S01346,South_5,695.242,191.211,M
S01347,East_2,931.708,412.322,F
S01348,North_3,389.277,824.39,F
S01349,East_5,803.36,792.215,M
S01350,South_3,549.807,117.322,F
S01351,West_1,142.466,389.374,M
S01352,Metro,479.829,467.889,F
S01353,West_4,151.055,748.936,M
S01354,West_4,153.019,791.08,M
S01355,North_4,628.597,760.753,F
S01356,South_4,657.146,117.693,F
S01357,East_1,879.822,252.573,M
S01358,North_1,369.37,882.333,M
S01359,South_4,655.631,243.657,F
S01360,Metro,538.256,459.364,M
S01361,Metro,524.202,505.71,M
S01362,South_5,766.992,143.212,M
S01363,North_1,229.411,782.772,M
S01364,South_5,783.762,202.859,M
S01365,North_3,473.527,820.03,M
S01366,West_2,106.468,536.764,F
S01367,South_2,468.269,171.091,M
S01368,South_2,440.402,173.143,M
S01369,East_3,843.317,544.613,M
S01370,West_1,171.3,397.644,M
S01371,South_5,766.583,144.16,M
S01372,West_2,150.518,467.725,M
S01373,North_1,289.938,855.415,M
S01374,Metro,483.785,441.819,F
S01375,South_4,667.334,107.54,M
S01376,North_5,720.048,812.845,F
S01377,North_5,786.513,916.418,M
S01378,East_5,840.276,742.496,F
S01379,South_3,557.976,150.947,M
S01380,Metro,561.844,490.917,M
S01381,South_5,733.464,128.064,M
S01382,North_4,659.754,754.491,F
S01383,East_1,909.686,380.885,M
S01384,East_4,809.497,686.9,F
S01385,East_3,893.111,493.504,M
S01386,West_1,174.929,347.271,M
S01387,South_5,826.253,213.67,F
S01388,East_3,841.237,551.608,F
S01389,North_5,779.913,875.645,M
S01390,West_1,179.871,328.145,M
S01391,North_2,397.057,812.335,F
S01392,North_3,569.577,833.296,F
S01393,South_3,496.469,157.759,F
S01394,Metro,506.943,522.424,M
S01395,South_1,333.587,182.378,F
S01396,North_4,587.941,898.097,M
S01397,West_2,139.958,452.819,M
S01398,East_2,789.259,399.42,F
S01399,West_3,1.897,650.053,F
S01400,West_3,136.727,711.602,M
S01401,South_1,265.767,162.814,M
S01402,West_4,217.561,752.075,M
S01403,North_1,219.314,869.117,M
S01404,South_4,575.442,230.519,M
S01405,South_5,758.429,207.44,M
S01406,East_5,828.72,772.472,F
S01407,South_2,398.23,164.294,F
S01408,East_4,846.26,682.434,M
S01409,Metro,476.051,505.549,F
S01410,North_4,683.698,774.366,M
S01411,West_3,235.984,680.923,F
S01412,East_1,833.287,367.042,M
S01413,West_2,261.069,545.206,M
S01414,East_1,891.147,272.062,M
S01415,North_3,483.477,901.748,F
S01416,South_3,483.027,93.602,M
S01417,North_3,496.489,903.258,F
S01418,West_1,151.303,268.914,M
S01419,West_1,152.703,320.536,F
S01420,East_1,841.672,302.011,F
S01421,South_3,470.166,154.757,M
S01422,South_5,672.613,133.26,F
S01423,South_5,709.497,199.602,M
S01424,North_4,654.347,807.187,F
S01425,West_4,153.083,889.472,M
S01426,North_4,659.413,836.48,M
S01427,West_4,117.311,771.805,F
S01428,South_4,597.036,85.0,F
S01429,South_3,464.25,172.364,F
S01430,North_4,720.211,831.178,F
S01431,South_4,604.293,234.142,F
S01432,East_1,827.101,247.241,F
S01433,South_5,667.252,110.545,F
S01434,North_4,636.746,871.682,F
S01435,West_1,190.159,372.305,F
S01436,Metro,480.421,481.928,F
S01437,North_4,671.918,882.995,M
S01438,North_4,746.431,916.135,M
S01439,South_5,734.171,172.272,M
S01440,East_4,845.222,636.495,F
S01441,East_2,839.901,442.52,M
S01442,South_4,614.776,180.092,F
S01443,Metro,566.377,599.075,F
S01444,East_4,792.968,731.842,M
S01445,West_2,166.328,399.203,F
S01446,East_5,843.881,659.037,M
S01447,East_4,827.485,646.757,M
S01448,South_5,767.656,158.311,M
S01449,East_3,873.356,628.802,F
S01450,North_5,830.767,898.907,M
S01451,Metro,458.826,532.178,M
S01452,West_4,163.638,799.511,F
S01453,South_3,499.312,176.397,F
S01454,South_2,355.598,199.364,M
S01455,East_5,722.612,803.397,F
S01456,South_1,335.911,37.854,F
S01457,West_1,76.63,403.894,M
S01458,North_3,480.906,981.883,F
S01459,North_2,483.232,801.244,M
S01460,North_1,271.871,827.465,M
S01461,East_2,801.337,336.842,M
S01462,North_5,773.388,822.66,F
S01463,North_1,334.35,779.246,F
S01464,East_1,852.956,262.975,M
S01465,North_4,620.042,881.202,F
S01466,North_3,506.315,822.988,M
S01467,East_1,842.164,263.821,M
S01468,West_1,30.586,365.218,F
S01469,East_2,736.965,373.711,F
S01470,Metro,518.093,460.446,M
S01471,West_3,158.136,653.341,F
S01472,South_5,740.236,110.339,M
S01473,South_1,208.184,198.073,F
S01474,North_2,393.376,882.044,M
S01475,East_1,857.953,266.521,M
S01476,East_3,874.757,559.455,F
S01477,West_3,134.866,605.047,F
S01478,North_2,336.589,779.614,M
S01479,North_3,509.669,931.65,F
S01480,South_3,542.718,138.879,M
S01481,East_1,894.294,225.169,M
S01482,South_4,659.358,168.72,M
S01483,Metro,461.436,504.99,F
S01484,North_3,400.455,902.565,F
S01485,North_4,614.959,889.99,M
S01486,North_5,770.509,835.47,M
S01487,South_2,441.653,302.772,F
S01488,East_5,858.841,737.309,F
S01489,West_1,170.733,365.674,M
S01490,South_5,766.236,142.723,F
S01491,East_4,822.247,561.444,M
S01492,East_3,875.714,588.784,M
S01493,North_2,470.811,731.553,F
S01494,South_3,573.107,88.091,M
S01495,East_1,930.721,329.67,M
S01496,East_1,830.239,181.511,M
S01497,West_4,61.975,751.958,M
S01498,Metro,577.114,457.907,F
S01499,South_3,484.005,124.207,M
S01500,North_4,613.088,854.775,M
S01501,East_1,791.306,336.794,F
S01502,North_3,543.711,870.542,F
S01503,East_5,842.868,750.448,F
S01504,East_1,817.745,327.936,F
S01505,East_5,872.44,727.931,F
S01506,South_1,312.894,127.04,M
S01507,West_4,214.443,679.27,F
S01508,North_4,692.345,819.58,M
S01509,South_4,573.076,170.406,M
S01510,North_3,476.21,890.157,M
S01511,West_1,171.343,342.885,F
S01512,Metro,468.023,551.359,F
S01513,North_3,563.027,793.475,F
S01514,West_1,156.051,299.912,F
S01515,South_3,469.906,54.561,F
S01516,East_1,884.784,334.603,M
S01517,South_1,231.693,151.085,M
S01518,North_1,288.508,770.491,F
S01519,East_4,863.517,632.285,F
S01520,North_4,625.408,805.953,M
S01521,East_4,768.023,633.451,F
S01522,North_5,727.591,810.528,F
S01523,East_2,840.49,357.753,M
S01524,Metro,546.806,509.417,M
S01525,South_3,507.745,190.18,F
S01526,North_1,324.291,914.196,F
S01527,West_4,204.535,820.981,F
S01528,East_5,833.407,756.706,F
S01529,East_4,796.837,586.126,F
S01530,East_2,828.462,422.675,F
S01531,East_1,916.298,283.654,F
S01532,West_1,146.56,375.649,M
S01533,North_3,470.26,915.992,M
S01534,West_1,118.887,328.827,F
S01535,South_3,498.852,182.694,M
S01536,South_1,258.972,101.647,M
S01537,West_3,170.651,658.085,F
S01538,North_1,269.178,815.545,F
S01539,South_1,275.041,93.495,F
S01540,South_3,479.724,187.312,F
S01541,North_3,506.539,818.705,F
S01542,North_4,603.614,933.142,M
S01543,East_1,900.449,230.189,M
S01544,South_1,438.676,194.232,F
S01545,West_2,99.681,420.112,M
S01546,East_3,846.49,582.551,F
S01547,South_4,629.682,194.716,F
S01548,East_1,834.514,358.173,F
S01549,North_5,703.483,891.303,F
S01550,East_4,731.284,612.669,M
S01551,East_2,846.56,522.032,F
S01552,South_1,241.994,87.601,F
S01553,Metro,497.685,484.356,M
