student_id,pref_1,pref_2,pref_3
S01075,C002,C016,C014
S01076,C006,C012,C016
S01077,C018,C001,C004
S01078,C003,C005,C004
S01079,C008,C007,C020
S01080,C011,C012,C006
S01081,C010,C004,C020
S01082,C006,C008,C018
S01083,C018,C004,C017
S01084,C007,C017,C001
S01085,C020,C009,C008
S01086,C005,C012,C015
S01087,C007,C005,C004
S01088,C002,C019,C018
S01089,C015,C014,C010
S01090,C017,C007,C006
S01091,C010,C008,C006
S01092,C012,C003,C015
S01093,C005,C013,C015
S01094,C020,C004,C008
S01095,C002,C003,C016
S01096,C013,C012,C007
S01097,C016,C008,C002
S01098,C016,C017,C002
S01099,C003,C014,C002
S01100,C014,C013,C003
S01101,C002,C008,C007
S01102,C005,C004,C015
S01103,C002,C007,C003
S01104,C008,C007,C010
S01105,C005,C004,C014
S01106,C013,C014,C015
S01107,C005,C019,C017
S01108,C011,C017,C016
S01109,C010,C001,C012
S01110,C020,C010,C004
S01111,C011,C012,C019
S01112,C011,C014,C010
S01113,C007,C016,C006
S01114,C015,C020,C017
S01115,C012,C010,C020
S01116,C012,C005,C002
S01117,C018,C010,C019
S01118,C013,C014,C012
S01119,C007,C011,C010
S01120,C007,C014,C012
S01121,C020,C002,C006
S01122,C005,C012,C003
S01123,C002,C019,C018
S01124,C016,C003,C001
S01125,C017,C020,C008
S01126,C012,C010,C001
S01127,C015,C011,C014
S01128,C013,C008,C014
S01129,C003,C013,C004
S01130,C015,C012,C014
S01131,C019,C017,C020
S01132,C013,C014,C020
S01133,C009,C002,C008
S01134,C003,C014,C004
S01135,C016,C007,C018
S01136,C006,C010,C007
S01137,C009,C010,C016
S01138,C001,C002,C007
S01139,C016,C017,C008
S01140,C019,C003,C015
S01141,C012,C015,C005
S01142,C003,C005,C004
S01143,C006,C008,C007
S01144,C003,C018,C002
S01145,C007,C014,C011
S01146,C013,C005,C003
S01147,C003,C004,C005
S01148,C006,C017,C018
S01149,C009,C006,C008
S01150,C005,C001,C015
S01151,C004,C014,C013
S01152,C008,C013,C016
S01153,C004,C015,C003
S01154,C002,C004,C003
S01155,C014,C013,C005
S01156,C019,C001,C003
S01157,C004,C005,C008
S01158,C001,C018,C019
S01159,C004,C001,C003
S01160,C001,C005,C018
S01161,C011,C009,C010
S01162,C009,C012,C008
S01163,C019,C017,C016
S01164,C020,C016,C002
S01165,C019,C017,C020
S01166,C011,C012,C010
S01167,C008,C009,C017
S01168,C019,C015,C001
S01169,C014,C009,C012
S01170,C019,C018,C007
S01171,C003,C010,C001
S01172,C009,C003,C006
S01173,C004,C005,C003
S01174,C016,C007,C009
S01175,C008,C012,C007
S01176,C004,C015,C014
S01177,C006,C016,C007
S01178,C012,C003,C013
S01179,C015,C014,C005
S01180,C018,C005,C010
S01181,C010,C008,C009
S01182,C016,C006,C020
S01183,C005,C004,C003
S01184,C017,C004,C015
S01185,C012,C013,C015
S01186,C011,C009,C010
S01187,C005,C004,C013
S01188,C013,C007,C009
S01189,C019,C016,C001
S01190,C013,C007,C012
S01191,C003,C011,C004
S01192,C009,C020,C012
S01193,C013,C010,C004
S01194,C002,C001,C018
S01195,C009,C015,C008
S01196,C014,C013,C012
S01197,C017,C002,C020
S01198,C005,C015,C010
S01199,C014,C018,C008
S01200,C007,C008,C006
S01201,C011,C012,C005
S01202,C003,C005,C013
S01203,C003,C017,C018
S01204,C003,C004,C005
S01205,C001,C003,C019
S01206,C017,C014,C013
S01207,C009,C014,C006
S01208,C006,C009,C008
S01209,C004,C018,C002
S01210,C003,C013,C004
S01211,C011,C005,C010
S01212,C015,C002,C004
S01213,C018,C015,C005
S01214,C001,C019,C002
S01215,C020,C006,C016
S01216,C020,C009,C007
S01217,C006,C008,C009
S01218,C012,C013,C016
S01219,C007,C010,C009
S01220,C009,C011,C010
S01221,C020,C017,C004
S01222,C011,C007,C018
S01223,C008,C003,C004
S01224,C016,C019,C003
S01225,C007,C008,C011
S01226,C001,C020,C015
S01227,C007,C008,C017
S01228,C005,C002,C003
S01229,C019,C017,C018
S01230,C001,C019,C015
S01231,C002,C003,C004
S01232,C007,C003,C012
S01233,C008,C018,C019
S01234,C012,C011,C013
S01235,C018,C017,C011
S01236,C007,C008,C010
S01237,C008,C012,C014
S01238,C015,C005,C017
S01239,C002,C017,C004
S01240,C005,C014,C015
S01241,C016,C017,C002
S01242,C016,C017,C020
S01243,C004,C007,C014
S01244,C003,C004,C005
S01245,C015,C005,C006
S01246,C020,C001,C018
S01247,C008,C007,C020
S01248,C020,C001,C019
S01249,C007,C002,C011
S01250,C014,C016,C005
S01251,C013,C007,C010
S01252,C005,C003,C019
S01253,C014,C009,C003
S01254,C002,C012,C011
S01255,C011,C004,C002
S01256,C017,C004,C013
S01257,C011,C018,C016
S01258,C013,C015,C019
S01259,C020,C009,C003
S01260,C019,C001,C002
S01261,C010,C009,C018
S01262,C010,C019,C004
S01263,C013,C001,C019
S01264,C017,C018,C020
S01265,C002,C014,C005
S01266,C006,C007,C018
S01267,C007,C017,C009
S01268,C018,C006,C017
S01269,C017,C004,C005
S01270,C008,C009,C002
S01271,C006,C016,C004
S01272,C005,C004,C014
S01273,C003,C002,C015
S01274,C017,C002,C020
S01275,C014,C012,C011
S01276,C020,C007,C014
S01277,C004,C016,C017
S01278,C018,C016,C017
S01279,C010,C008,C007
S01280,C020,C008,C007
S01281,C012,C015,C013
S01282,C014,C020,C012
S01283,C005,C017,C003
S01284,C015,C005,C007
S01285,C019,C017,C018
S01286,C019,C009,C011
S01287,C013,C011,C012
S01288,C012,C011,C004
S01289,C005,C014,C009
S01290,C013,C001,C014
S01291,C015,C013,C014
S01292,C014,C015,C020
S01293,C013,C005,C014
S01294,C007,C010,C017
S01295,C012,C011,C014
S01296,C009,C013,C015
S01297,C012,C011,C019
S01298,C020,C012,C014
S01299,C011,C003,C010
S01300,C002,C018,C006
S01301,C015,C014,C012
S01302,C019,C002,C018
S01303,C011,C020,C009
S01304,C008,C004,C009
S01305,C020,C002,C016
S01306,C002,C017,C004
S01307,C011,C013,C012
S01308,C010,C012,C013
S01309,C006,C011,C016
S01310,C014,C001,C019
S01311,C004,C014,C015
S01312,C009,C010,C006
S01313,C011,C007,C020
S01314,C017,C018,C019
S01315,C009,C018,C005
S01316,C009,C012,C015
S01317,C016,C017,C018
S01318,C009,C010,C012
S01319,C007,C006,C009
S01320,C012,C011,C008
S01321,C009,C007,C008
S01322,C018,C002,C019
S01323,C013,C015,C011
S01324,C007,C006,C020
S01325,C010,C003,C009
S01326,C010,C009,C011
S01327,C013,C020,C010
S01328,C007,C010,C008
S01329,C001,C005,C002
S01330,C013,C015,C012
S01331,C016,C017,C011
S01332,C015,C002,C011
S01333,C019,C020,C018
S01334,C015,C020,C014
S01335,C007,C013,C018
S01336,C017,C006,C008
S01337,C018,C007,C013
S01338,C020,C005,C012
S01339,C007,C020,C014
S01340,C012,C011,C009
S01341,C019,C017,C018
S01342,C005,C003,C002
S01343,C020,C003,C012
S01344,C003,C015,C012
S01345,C011,C020,C007
S01346,C010,C009,C003
S01347,C011,C014,C007
S01348,C004,C001,C010
S01349,C015,C019,C012
S01350,C009,C008,C012
S01351,C019,C020,C012
S01352,C015,C018,C020
S01353,C018,C019,C017
S01354,C019,C001,C017
S01355,C005,C004,C001
S01356,C009,C011,C008
S01357,C008,C020,C011
S01358,C003,C012,C011
S01359,C008,C010,C013
S01360,C006,C007,C018
S01361,C017,C004,C003
S01362,C013,C010,C018
S01363,C005,C007,C019
S01364,C009,C010,C005
S01365,C003,C010,C018
S01366,C017,C006,C016
S01367,C007,C020,C008
S01368,C007,C009,C008
S01369,C003,C013,C020
S01370,C003,C016,C006
S01371,C014,C010,C001
S01372,C016,C001,C019
S01373,C001,C019,C020
S01374,C006,C018,C007
S01375,C009,C008,C015
S01376,C015,C005,C008
S01377,C015,C010,C014
S01378,C011,C008,C015
S01379,C003,C005,C009
S01380,C020,C018,C014
S01381,C009,C010,C008
S01382,C004,C006,C017
S01383,C012,C013,C020
S01384,C015,C018,C017
S01385,C013,C012,C011
S01386,C006,C016,C008
S01387,C010,C009,C014
S01388,C012,C013,C014
S01389,C015,C017,C013
S01390,C018,C016,C017
S01391,C001,C002,C016
S01392,C003,C004,C011
S01393,C008,C007,C010
S01394,C008,C014,C020
S01395,C006,C019,C008
S01396,C003,C002,C001
S01397,C006,C016,C017
S01398,C011,C020,C013
S01399,C018,C017,C014
S01400,C001,C019,C016
S01401,C006,C018,C009
S01402,C019,C017,C007
S01403,C001,C005,C003
S01404,C020,C004,C012
S01405,C013,C011,C010
S01406,C008,C015,C013
S01407,C016,C006,C018
S01408,C015,C014,C003
S01409,C012,C013,C020
S01410,C001,C016,C004
S01411,C019,C018,C001
S01412,C011,C013,C014
S01413,C020,C019,C017
S01414,C011,C014,C003
S01415,C002,C003,C013
S01416,C012,C008,C009
S01417,C015,C004,C002
S01418,C018,C016,C006
S01419,C016,C008,C007
S01420,C011,C015,C013
S01421,C008,C007,C011
S01422,C009,C011,C010
S01423,C010,C008,C011
S01424,C003,C015,C005
S01425,C001,C009,C019
S01426,C004,C006,C017
S01427,C017,C018,C005
S01428,C009,C006,C007
S01429,C009,C011,C016
S01430,C005,C009,C003
S01431,C020,C009,C006
S01432,C010,C013,C009
S01433,C010,C009,C007
S01434,C005,C004,C002
S01435,C016,C002,C020
S01436,C020,C004,C005
S01437,C004,C005,C019
S01438,C005,C019,C017
S01439,C010,C008,C011
S01440,C013,C005,C012
S01441,C008,C012,C010
S01442,C009,C008,C016
S01443,C002,C005,C014
S01444,C014,C004,C019
S01445,C003,C016,C011
S01446,C014,C013,C004
S01447,C015,C012,C005
S01448,C009,C010,C011
S01449,C014,C015,C013
S01450,C003,C005,C015
S01451,C020,C002,C014
S01452,C019,C018,C009
S01453,C007,C009,C008
S01454,C009,C008,C007
S01455,C005,C020,C007
S01456,C017,C006,C008
S01457,C016,C005,C017
S01458,C002,C020,C019
S01459,C016,C003,C001
S01460,C016,C001,C010
S01461,C012,C011,C008
S01462,C005,C015,C004
S01463,C019,C002,C003
S01464,C011,C010,C009
S01465,C004,C003,C005
S01466,C004,C002,C003
S01467,C010,C009,C014
S01468,C016,C017,C019
S01469,C012,C014,C010
S01470,C018,C007,C004
S01471,C008,C018,C014
S01472,C011,C010,C009
S01473,C003,C006,C013
S01474,C001,C003,C005
S01475,C010,C011,C013
S01476,C013,C014,C008
S01477,C018,C017,C002
S01478,C002,C018,C001
S01479,C003,C005,C018
S01480,C007,C017,C008
S01481,C016,C011,C012
S01482,C011,C009,C013
S01483,C005,C001,C020
S01484,C001,C018,C003
S01485,C015,C003,C004
S01486,C005,C015,C004
S01487,C019,C008,C016
S01488,C015,C014,C005
S01489,C006,C016,C019
S01490,C009,C010,C011
S01491,C014,C007,C013
S01492,C013,C020,C014
S01493,C019,C020,C005
S01494,C007,C009,C012
S01495,C008,C011,C012
S01496,C009,C002,C011
S01497,C019,C018,C012
S01498,C006,C020,C019
S01499,C016,C008,C015
S01500,C020,C014,C002
S01501,C009,C011,C012
S01502,C003,C020,C013
S01503,C015,C020,C005
S01504,C011,C018,C005
S01505,C015,C014,C001
S01506,C015,C006,C007
S01507,C019,C003,C007
S01508,C005,C017,C004
S01509,C015,C005,C007
S01510,C003,C004,C005
S01511,C002,C017,C016
S01512,C020,C002,C012
S01513,C003,C020,C004
S01514,C016,C001,C007
S01515,C016,C008,C002
S01516,C012,C011,C009
S01517,C013,C016,C009
S01518,C002,C003,C019
S01519,C014,C013,C012
S01520,C004,C017,C018
S01521,C004,C014,C009
S01522,C005,C003,C015
S01523,C012,C008,C006
S01524,C011,C004,C020
S01525,C009,C013,C001
S01526,C001,C018,C019
S01527,C017,C001,C019
S01528,C015,C007,C014
S01529,C014,C004,C005
S01530,C012,C009,C013
S01531,C006,C007,C017
S01532,C001,C017,C011
S01533,C001,C002,C003
S01534,C016,C009,C006
S01535,C020,C008,C007
S01536,C006,C013,C017
S01537,C002,C016,C001
S01538,C001,C003,C002
S01539,C007,C020,C008
S01540,C008,C006,C007
S01541,C003,C020,C002
S01542,C005,C004,C009
S01543,C011,C009,C010
S01544,C008,C007,C010
S01545,C016,C020,C007
S01546,C014,C003,C004
S01547,C009,C012,C010
S01548,C013,C007,C012
S01549,C008,C001,C011
S01550,C004,C014,C019
S01551,C013,C014,C012
S01552,C005,C006,C017
S01553,C017,C020,C009
S01554,C008,C011,C007
S01555,C020,C008,C018
S01556,C003,C013,C014
S01557,C014,C016,C015
S01558,C019,C005,C015
S01559,C009,C007,C011
S01560,C005,C001,C003
S01561,C013,C020,C015
S01562,C016,C001,C018
S01563,C013,C008,C012
S01564,C015,C004,C018
S01565,C006,C012,C001
S01566,C012,C011,C020
S01567,C011,C009,C012
S01568,C008,C007,C019
S01569,C007,C020,C002
S01570,C020,C002,C007
S01571,C011,C010,C009
S01572,C016,C013,C012
S01573,C001,C016,C005
S01574,C017,C018,C009
S01575,C006,C007,C016
S01576,C008,C014,C016
S01577,C018,C019,C001
S01578,C018,C016,C004
S01579,C010,C007,C020
S01580,C007,C016,C019
S01581,C014,C013,C012
S01582,C017,C006,C003
S01583,C009,C011,C020
S01584,C011,C019,C003
S01585,C012,C011,C010
S01586,C006,C010,C007
S01587,C013,C012,C004
S01588,C005,C013,C017
S01589,C019,C003,C004
S01590,C018,C017,C006
S01591,C009,C011,C007
S01592,C010,C015,C008
S01593,C015,C002,C001
S01594,C008,C011,C020
S01595,C018,C016,C020
S01596,C020,C019,C011
S01597,C001,C011,C012
S01598,C001,C018,C003
S01599,C018,C002,C019
S01600,C001,C018,C006
S01601,C002,C010,C014
S01602,C008,C016,C019
S01603,C011,C013,C012
S01604,C009,C012,C006
S01605,C011,C012,C020
S01606,C008,C006,C007
S01607,C018,C007,C013
S01608,C014,C012,C009
S01609,C004,C002,C013
S01610,C010,C009,C008
S01611,C018,C001,C004
S01612,C015,C013,C016
S01613,C005,C013,C010
S01614,C001,C002,C007
S01615,C003,C019,C004
S01616,C012,C019,C011
S01617,C013,C020,C007
S01618,C011,C012,C013
S01619,C016,C006,C018
S01620,C014,C003,C001
S01621,C013,C010,C008
S01622,C020,C011,C002
S01623,C020,C005,C001
S01624,C016,C017,C006
S01625,C015,C005,C004
S01626,C012,C013,C002
S01627,C012,C011,C010
S01628,C006,C009,C002
S01629,C008,C001,C018
S01630,C001,C009,C008
S01631,C005,C017,C003
S01632,C009,C010,C018
S01633,C008,C007,C010
S01634,C008,C006,C007
S01635,C013,C005,C007
S01636,C012,C006,C016
S01637,C001,C004,C007
S01638,C002,C004,C001
S01639,C004,C012,C009
S01640,C010,C007,C008
S01641,C019,C018,C014
S01642,C019,C018,C008
S01643,C006,C010,C009
S01644,C018,C013,C016
S01645,C001,C002,C005
S01646,C013,C014,C012
S01647,C013,C006,C008
S01648,C008,C016,C007
S01649,C018,C019,C017
S01650,C015,C007,C009
S01651,C001,C004,C006
S01652,C002,C008,C001
S01653,C003,C012,C020
S01654,C003,C017,C018
S01655,C019,C008,C007
S01656,C012,C014,C007
S01657,C002,C004,C005
S01658,C018,C019,C020
S01659,C014,C008,C010
S01660,C018,C015,C014
S01661,C013,C007,C008
S01662,C017,C016,C019
S01663,C005,C003,C001
S01664,C005,C002,C015
S01665,C014,C017,C016
S01666,C004,C007,C008
S01667,C003,C001,C014
S01668,C020,C019,C017
S01669,C005,C013,C003
S01670,C007,C011,C020
S01671,C006,C017,C020
S01672,C020,C001,C015
S01673,C015,C005,C013
S01674,C013,C012,C014
S01675,C002,C001,C004
S01676,C015,C012,C005
S01677,C013,C010,C009
S01678,C016,C019,C005
S01679,C004,C003,C020
S01680,C018,C005,C017
S01681,C019,C017,C010
S01682,C018,C004,C011
S01683,C004,C015,C005
S01684,C020,C011,C014
S01685,C020,C006,C018
S01686,C020,C003,C005
S01687,C007,C010,C016
S01688,C011,C020,C013
S01689,C017,C016,C018
S01690,C015,C020,C012
S01691,C011,C012,C007
S01692,C017,C020,C018
S01693,C018,C019,C016
S01694,C013,C015,C007
S01695,C017,C004,C013
S01696,C017,C018,C013
S01697,C008,C006,C013
S01698,C002,C017,C019
S01699,C011,C001,C014
S01700,C017,C002,C005
S01701,C001,C019,C003
S01702,C017,C020,C009
S01703,C001,C018,C002
S01704,C004,C007,C009
S01705,C019,C001,C003
S01706,C015,C009,C010
S01707,C015,C013,C005
S01708,C018,C004,C019
S01709,C010,C011,C012
S01710,C003,C014,C002
S01711,C011,C002,C016
S01712,C012,C009,C010
S01713,C004,C005,C014
S01714,C016,C020,C010
S01715,C002,C003,C010
S01716,C018,C016,C010
S01717,C002,C013,C012
S01718,C016,C008,C010
S01719,C010,C020,C001
S01720,C007,C013,C016
S01721,C010,C015,C001
S01722,C009,C014,C012
S01723,C019,C003,C004
S01724,C002,C013,C003
S01725,C014,C010,C004
S01726,C018,C017,C015
S01727,C015,C005,C004
S01728,C017,C010,C003
S01729,C002,C017,C003
S01730,C015,C001,C014
S01731,C020,C018,C015
S01732,C001,C003,C004
S01733,C004,C014,C003
S01734,C011,C012,C017
S01735,C002,C003,C016
S01736,C017,C004,C005
S01737,C003,C009,C001
S01738,C012,C013,C011
S01739,C006,C018,C013
S01740,C011,C010,C004
S01741,C004,C019,C005
S01742,C008,C017,C015
S01743,C020,C003,C005
S01744,C017,C018,C012
S01745,C020,C012,C011
S01746,C002,C020,C005
S01747,C016,C014,C006
S01748,C007,C006,C020
S01749,C001,C002,C018
S01750,C008,C011,C012
S01751,C003,C010,C009
S01752,C018,C014,C008
S01753,C003,C004,C005
S01754,C004,C016,C020
S01755,C004,C015,C003
S01756,C006,C008,C017
S01757,C003,C018,C020
S01758,C016,C006,C018
S01759,C020,C006,C004
S01760,C002,C001,C004
S01761,C013,C009,C003
S01762,C016,C019,C007
S01763,C010,C014,C012
S01764,C007,C009,C014
S01765,C020,C013,C015
S01766,C006,C019,C009
S01767,C011,C002,C001
S01768,C004,C007,C019
S01769,C012,C013,C011
S01770,C007,C008,C016
S01771,C015,C005,C013
S01772,C012,C013,C019
S01773,C013,C012,C015
S01774,C008,C007,C017
S01775,C019,C020,C010
S01776,C013,C004,C014
S01777,C006,C013,C014
S01778,C012,C014,C015
S01779,C011,C012,C009
S01780,C015,C017,C012
S01781,C008,C007,C014
S01782,C003,C004,C002
S01783,C005,C015,C014
S01784,C015,C003,C012
S01785,C005,C014,C004
S01786,C011,C010,C014
S01787,C011,C004,C015
S01788,C014,C012,C007
S01789,C011,C014,C002
S01790,C014,C011,C007
S01791,C005,C004,C013
S01792,C015,C004,C013
S01793,C012,C019,C015
S01794,C020,C001,C009
S01795,C014,C013,C011
S01796,C020,C002,C001
S01797,C001,C002,C003
S01798,C014,C020,C011
S01799,C012,C005,C001
S01800,C011,C013,C015
S01801,C005,C014,C012
S01802,C008,C006,C017
S01803,C019,C017,C006
S01804,C018,C016,C001
S01805,C012,C013,C009
S01806,C009,C007,C010
S01807,C002,C003,C011
S01808,C013,C002,C009
S01809,C017,C016,C019
S01810,C006,C005,C013
S01811,C016,C007,C010
S01812,C019,C007,C008
S01813,C009,C012,C011
S01814,C013,C005,C008
S01815,C001,C002,C011
S01816,C009,C010,C011
S01817,C003,C004,C002
S01818,C007,C011,C010
S01819,C005,C004,C011
S01820,C015,C020,C005
S01821,C018,C002,C015
S01822,C009,C008,C010
S01823,C017,C019,C018
S01824,C013,C014,C012
S01825,C014,C013,C015
S01826,C002,C015,C018
S01827,C014,C010,C007
S01828,C013,C005,C001
S01829,C019,C016,C017
S01830,C008,C012,C007
S01831,C003,C004,C005
S01832,C004,C018,C001
S01833,C005,C004,C011
S01834,C020,C005,C003
S01835,C018,C003,C002
S01836,C009,C011,C020
S01837,C016,C018,C002
S01838,C019,C001,C017
S01839,C004,C008,C018
S01840,C007,C006,C017
S01841,C009,C018,C007
S01842,C017,C016,C006
S01843,C004,C002,C017
S01844,C015,C019,C017
S01845,C003,C005,C019
S01846,C013,C011,C014
S01847,C009,C012,C004
S01848,C006,C017,C007
S01849,C004,C010,C015
S01850,C012,C007,C019
S01851,C015,C001,C020
S01852,C016,C017,C001
S01853,C013,C004,C008
S01854,C006,C009,C008
S01855,C013,C011,C008
S01856,C007,C006,C008
S01857,C005,C016,C018
S01858,C020,C002,C008
S01859,C001,C012,C014
S01860,C008,C007,C010
S01861,C004,C005,C020
S01862,C019,C001,C012
S01863,C018,C019,C017
S01864,C009,C010,C011
S01865,C019,C018,C002
S01866,C009,C010,C007
S01867,C014,C005,C012
S01868,C017,C015,C006
S01869,C001,C005,C013
S01870,C003,C015,C010
S01871,C011,C012,C009
S01872,C009,C002,C007
S01873,C007,C008,C009
S01874,C005,C015,C004
S01875,C015,C002,C020
S01876,C015,C014,C004
S01877,C003,C014,C012
S01878,C007,C001,C017
S01879,C005,C014,C013
S01880,C015,C013,C005
S01881,C008,C007,C018
S01882,C009,C020,C007
S01883,C011,C009,C002
S01884,C003,C005,C001
S01885,C004,C014,C005
S01886,C011,C009,C003
S01887,C019,C004,C017
S01888,C011,C013,C002
S01889,C010,C012,C009
S01890,C006,C019,C016
S01891,C013,C012,C011
S01892,C004,C003,C002
S01893,C019,C001,C006
S01894,C012,C002,C010
S01895,C018,C006,C009
S01896,C014,C015,C004
S01897,C009,C007,C018
S01898,C001,C002,C017
S01899,C009,C010,C003
S01900,C010,C020,C015
S01901,C008,C005,C009
S01902,C019,C003,C020
S01903,C010,C017,C007
S01904,C002,C019,C017
S01905,C004,C010,C005
S01906,C018,C019,C017
S01907,C012,C014,C013
S01908,C010,C015,C012
S01909,C011,C016,C012
S01910,C019,C020,C003
S01911,C009,C013,C007
S01912,C015,C003,C017
S01913,C007,C019,C008
S01914,C001,C002,C012
S01915,C011,C015,C005
S01916,C013,C004,C005
S01917,C007,C017,C006
S01918,C011,C020,C008
S01919,C009,C007,C008
S01920,C004,C016,C007
S01921,C010,C015,C013
S01922,C015,C009,C008
S01923,C015,C009,C013
S01924,C006,C007,C008
S01925,C013,C004,C005
S01926,C014,C001,C005
S01927,C003,C002,C020
S01928,C010,C008,C020
S01929,C001,C004,C003
S01930,C020,C005,C014
S01931,C015,C002,C005
S01932,C005,C013,C008
S01933,C003,C016,C020
S01934,C011,C014,C007
S01935,C008,C016,C020
S01936,C003,C005,C009
S01937,C017,C018,C007
S01938,C006,C012,C011
S01939,C018,C019,C001
S01940,C020,C013,C001
S01941,C015,C010,C011
S01942,C012,C004,C005
S01943,C006,C012,C008
S01944,C008,C006,C020
S01945,C009,C008,C007
S01946,C006,C007,C003
S01947,C016,C004,C003
S01948,C013,C005,C003
S01949,C009,C008,C007
S01950,C005,C003,C001
S01951,C016,C019,C003
S01952,C011,C018,C008
S01953,C007,C002,C006
S01954,C009,C006,C003
S01955,C020,C004,C003
S01956,C016,C017,C007
S01957,C014,C009,C004
S01958,C010,C020,C008
S01959,C004,C019,C013
S01960,C015,C001,C014
S01961,C020,C008,C010
S01962,C020,C001,C019
S01963,C007,C009,C020
S01964,C019,C015,C002
S01965,C012,C011,C013
S01966,C017,C007,C001
S01967,C003,C015,C002
S01968,C006,C007,C016
S01969,C008,C002,C003
S01970,C016,C020,C002
S01971,C016,C011,C020
S01972,C015,C005,C013
S01973,C012,C013,C014
S01974,C001,C017,C016
S01975,C010,C013,C009
S01976,C017,C019,C015
S01977,C008,C007,C009
S01978,C005,C003,C001
S01979,C003,C001,C002
S01980,C020,C005,C006
S01981,C008,C003,C019
S01982,C016,C015,C017
S01983,C018,C014,C011
S01984,C015,C002,C001
S01985,C002,C019,C012
S01986,C008,C007,C010
S01987,C006,C020,C011
S01988,C001,C003,C002
S01989,C008,C020,C014
S01990,C009,C010,C007
S01991,C015,C003,C014
S01992,C017,C003,C006
S01993,C004,C003,C013
S01994,C004,C005,C018
S01995,C006,C007,C004
S01996,C010,C003,C004
S01997,C019,C001,C020
S01998,C015,C014,C001
S01999,C008,C020,C016
S02000,C019,C020,C002
